question_id,AMR_Depth
mmlu_high_school_us_history_row_29,9
mmlu_high_school_us_history_row_30,11
mmlu_high_school_us_history_row_31,7
mmlu_high_school_us_history_row_32,9
mmlu_high_school_us_history_row_33,12
mmlu_high_school_us_history_row_34,11
mmlu_high_school_us_history_row_35,10
mmlu_high_school_us_history_row_36,9
mmlu_high_school_us_history_row_37,10
mmlu_high_school_us_history_row_38,12
mmlu_high_school_us_history_row_39,8
mmlu_high_school_us_history_row_40,11
mmlu_high_school_us_history_row_41,10
mmlu_high_school_us_history_row_42,9
mmlu_high_school_us_history_row_43,11
mmlu_high_school_us_history_row_44,10
mmlu_high_school_us_history_row_45,9
mmlu_high_school_us_history_row_46,8
mmlu_high_school_us_history_row_47,8
mmlu_high_school_us_history_row_48,9
mmlu_high_school_us_history_row_49,15
mmlu_high_school_us_history_row_50,11
mmlu_high_school_us_history_row_51,12
mmlu_high_school_us_history_row_52,7
mmlu_high_school_us_history_row_53,10
mmlu_high_school_us_history_row_54,11
mmlu_high_school_us_history_row_55,11
mmlu_high_school_us_history_row_56,7
mmlu_high_school_us_history_row_57,10
mmlu_high_school_us_history_row_58,11
mmlu_high_school_us_history_row_59,9
mmlu_high_school_us_history_row_60,11
mmlu_high_school_us_history_row_61,9
mmlu_high_school_us_history_row_62,11
mmlu_high_school_us_history_row_63,8
mmlu_high_school_us_history_row_64,9
mmlu_high_school_us_history_row_65,15
mmlu_high_school_us_history_row_66,7
mmlu_high_school_us_history_row_67,8
mmlu_high_school_us_history_row_68,7
mmlu_high_school_us_history_row_69,10
mmlu_high_school_us_history_row_70,9
mmlu_high_school_us_history_row_71,9
mmlu_high_school_us_history_row_72,11
mmlu_high_school_us_history_row_73,6
mmlu_high_school_us_history_row_74,9
mmlu_high_school_us_history_row_75,7
mmlu_high_school_us_history_row_76,13
mmlu_high_school_us_history_row_77,9
mmlu_high_school_us_history_row_78,7
mmlu_high_school_us_history_row_79,12
mmlu_high_school_us_history_row_80,8
mmlu_high_school_us_history_row_81,9
mmlu_high_school_us_history_row_82,9
mmlu_high_school_us_history_row_83,8
mmlu_high_school_us_history_row_84,11
mmlu_high_school_us_history_row_85,10
mmlu_high_school_us_history_row_86,7
mmlu_high_school_us_history_row_87,13
mmlu_high_school_us_history_row_88,9
mmlu_high_school_us_history_row_89,10
mmlu_high_school_us_history_row_90,11
mmlu_high_school_us_history_row_91,10
mmlu_high_school_us_history_row_92,14
mmlu_high_school_us_history_row_93,10
mmlu_high_school_us_history_row_94,10
mmlu_high_school_us_history_row_95,8
mmlu_high_school_us_history_row_96,10
mmlu_high_school_us_history_row_97,9
mmlu_high_school_us_history_row_98,11
mmlu_high_school_us_history_row_99,9
mmlu_high_school_us_history_row_100,8
mmlu_high_school_us_history_row_101,10
mmlu_high_school_us_history_row_102,10
mmlu_high_school_us_history_row_103,10
mmlu_high_school_us_history_row_104,9
mmlu_high_school_us_history_row_105,9
mmlu_high_school_us_history_row_106,10
mmlu_high_school_us_history_row_107,15
mmlu_high_school_us_history_row_108,11
mmlu_high_school_us_history_row_109,8
mmlu_high_school_us_history_row_110,10
mmlu_high_school_us_history_row_111,7
mmlu_high_school_us_history_row_112,10
mmlu_high_school_us_history_row_113,12
mmlu_high_school_us_history_row_114,10
mmlu_high_school_us_history_row_115,8
mmlu_high_school_us_history_row_116,12
mmlu_high_school_us_history_row_117,10
mmlu_high_school_us_history_row_118,9
mmlu_high_school_us_history_row_119,8
mmlu_high_school_us_history_row_120,9
mmlu_high_school_us_history_row_121,9
mmlu_high_school_us_history_row_122,11
mmlu_high_school_us_history_row_123,9
mmlu_high_school_us_history_row_124,9
mmlu_high_school_us_history_row_125,7
mmlu_high_school_us_history_row_126,10
mmlu_high_school_us_history_row_127,10
mmlu_high_school_us_history_row_128,14
mmlu_high_school_us_history_row_129,12
mmlu_high_school_us_history_row_130,9
mmlu_high_school_us_history_row_131,11
mmlu_high_school_us_history_row_132,9
mmlu_high_school_us_history_row_133,10
mmlu_high_school_us_history_row_134,9
mmlu_high_school_us_history_row_135,8
mmlu_high_school_us_history_row_136,14
mmlu_high_school_us_history_row_137,10
mmlu_high_school_us_history_row_138,10
mmlu_high_school_us_history_row_139,10
mmlu_high_school_us_history_row_140,10
mmlu_high_school_us_history_row_141,10
mmlu_high_school_us_history_row_142,8
mmlu_high_school_us_history_row_143,10
mmlu_high_school_us_history_row_144,9
mmlu_high_school_us_history_row_145,7
mmlu_high_school_us_history_row_146,9
mmlu_high_school_us_history_row_147,9
mmlu_high_school_us_history_row_148,11
mmlu_high_school_us_history_row_149,9
mmlu_high_school_us_history_row_150,9
mmlu_high_school_us_history_row_151,8
mmlu_high_school_us_history_row_152,8
mmlu_high_school_us_history_row_153,13
mmlu_high_school_us_history_row_154,8
mmlu_high_school_us_history_row_155,13
mmlu_high_school_us_history_row_156,10
mmlu_high_school_us_history_row_157,9
mmlu_high_school_us_history_row_158,10
mmlu_high_school_us_history_row_159,9
mmlu_high_school_us_history_row_160,8
mmlu_high_school_us_history_row_161,10
mmlu_high_school_us_history_row_162,10
mmlu_high_school_us_history_row_163,10
mmlu_high_school_us_history_row_164,12
mmlu_high_school_us_history_row_165,11
mmlu_high_school_us_history_row_166,12
mmlu_high_school_us_history_row_167,12
mmlu_high_school_us_history_row_168,9
mmlu_high_school_us_history_row_169,10
mmlu_high_school_us_history_row_170,14
mmlu_high_school_us_history_row_171,8
mmlu_high_school_us_history_row_172,8
mmlu_high_school_us_history_row_173,13
mmlu_high_school_us_history_row_174,10
mmlu_high_school_us_history_row_175,9
mmlu_high_school_us_history_row_176,11
mmlu_high_school_us_history_row_177,10
mmlu_high_school_us_history_row_178,9
mmlu_high_school_us_history_row_179,9
mmlu_high_school_us_history_row_180,11
mmlu_high_school_us_history_row_181,8
mmlu_high_school_us_history_row_182,8
mmlu_high_school_us_history_row_183,9
mmlu_high_school_us_history_row_184,10
mmlu_high_school_us_history_row_185,12
mmlu_high_school_us_history_row_186,8
mmlu_high_school_us_history_row_187,11
mmlu_high_school_us_history_row_188,8
mmlu_high_school_us_history_row_189,8
mmlu_high_school_us_history_row_190,8
mmlu_high_school_us_history_row_191,8
mmlu_high_school_us_history_row_192,8
mmlu_high_school_us_history_row_193,11
mmlu_high_school_us_history_row_194,9
mmlu_high_school_us_history_row_195,12
mmlu_high_school_us_history_row_196,12
mmlu_high_school_us_history_row_197,11
mmlu_high_school_us_history_row_198,9
mmlu_high_school_us_history_row_199,8
mmlu_high_school_us_history_row_200,10
mmlu_high_school_us_history_row_201,10
mmlu_high_school_us_history_row_202,11
mmlu_high_school_us_history_row_203,11
mmlu_high_school_world_history_row_0,8
mmlu_high_school_world_history_row_1,12
mmlu_high_school_world_history_row_2,11
mmlu_high_school_world_history_row_3,7
mmlu_high_school_world_history_row_4,8
mmlu_high_school_world_history_row_5,12
mmlu_high_school_world_history_row_6,8
mmlu_high_school_world_history_row_7,11
mmlu_high_school_world_history_row_8,8
mmlu_high_school_world_history_row_9,8
mmlu_high_school_world_history_row_10,9
mmlu_high_school_world_history_row_11,10
mmlu_high_school_world_history_row_12,11
mmlu_high_school_world_history_row_13,6
mmlu_high_school_world_history_row_14,9
mmlu_high_school_world_history_row_15,11
mmlu_high_school_world_history_row_16,11
mmlu_high_school_world_history_row_17,10
mmlu_high_school_world_history_row_18,10
mmlu_high_school_world_history_row_19,7
mmlu_high_school_world_history_row_20,13
mmlu_high_school_world_history_row_21,9
mmlu_high_school_world_history_row_22,9
mmlu_high_school_world_history_row_23,11
mmlu_high_school_world_history_row_24,9
mmlu_high_school_world_history_row_25,7
mmlu_high_school_world_history_row_26,9
mmlu_high_school_world_history_row_27,10
mmlu_high_school_world_history_row_28,8
mmlu_high_school_world_history_row_29,9
mmlu_high_school_world_history_row_30,8
mmlu_high_school_world_history_row_31,10
mmlu_high_school_world_history_row_32,11
mmlu_high_school_world_history_row_33,8
mmlu_high_school_world_history_row_34,7
mmlu_high_school_world_history_row_35,9
mmlu_high_school_world_history_row_36,8
mmlu_high_school_world_history_row_37,10
mmlu_high_school_world_history_row_38,12
mmlu_high_school_world_history_row_39,10
mmlu_high_school_world_history_row_40,9
mmlu_high_school_world_history_row_41,9
mmlu_high_school_world_history_row_42,8
mmlu_high_school_world_history_row_43,8
mmlu_high_school_world_history_row_44,9
mmlu_high_school_world_history_row_45,9
mmlu_high_school_world_history_row_46,8
mmlu_high_school_world_history_row_47,11
mmlu_high_school_world_history_row_48,10
mmlu_high_school_world_history_row_49,10
mmlu_high_school_world_history_row_50,11
mmlu_high_school_world_history_row_51,7
mmlu_high_school_world_history_row_52,9
mmlu_high_school_world_history_row_53,9
mmlu_high_school_world_history_row_54,7
mmlu_high_school_world_history_row_55,8
mmlu_high_school_world_history_row_56,9
mmlu_high_school_world_history_row_57,9
mmlu_high_school_world_history_row_58,7
mmlu_high_school_world_history_row_59,9
mmlu_high_school_world_history_row_60,9
mmlu_high_school_world_history_row_61,8
mmlu_high_school_world_history_row_62,7
mmlu_high_school_world_history_row_63,7
mmlu_high_school_world_history_row_64,9
mmlu_high_school_world_history_row_65,8
mmlu_high_school_world_history_row_66,10
mmlu_high_school_world_history_row_67,8
mmlu_high_school_world_history_row_68,10
mmlu_high_school_world_history_row_69,10
mmlu_high_school_world_history_row_70,10
mmlu_high_school_world_history_row_71,8
mmlu_high_school_world_history_row_72,8
mmlu_high_school_world_history_row_73,8
mmlu_high_school_world_history_row_74,10
mmlu_high_school_world_history_row_75,8
mmlu_high_school_world_history_row_76,7
mmlu_high_school_world_history_row_77,8
mmlu_high_school_world_history_row_78,7
mmlu_high_school_world_history_row_79,8
mmlu_high_school_world_history_row_80,10
mmlu_high_school_world_history_row_81,11
mmlu_high_school_world_history_row_82,11
mmlu_high_school_world_history_row_83,10
mmlu_high_school_world_history_row_84,7
mmlu_high_school_world_history_row_85,10
mmlu_high_school_world_history_row_86,12
mmlu_high_school_world_history_row_87,9
mmlu_high_school_world_history_row_88,8
mmlu_high_school_world_history_row_89,7
mmlu_high_school_world_history_row_90,11
mmlu_high_school_world_history_row_91,8
mmlu_high_school_world_history_row_92,8
mmlu_high_school_world_history_row_93,7
mmlu_high_school_world_history_row_94,9
mmlu_high_school_world_history_row_95,13
mmlu_high_school_world_history_row_96,12
mmlu_high_school_world_history_row_97,10
mmlu_high_school_world_history_row_98,7
mmlu_high_school_world_history_row_99,10
mmlu_high_school_world_history_row_100,9
mmlu_high_school_world_history_row_101,11
mmlu_high_school_world_history_row_102,8
mmlu_high_school_world_history_row_103,8
mmlu_high_school_world_history_row_104,9
mmlu_high_school_world_history_row_105,10
mmlu_high_school_world_history_row_106,10
mmlu_high_school_world_history_row_107,10
mmlu_high_school_world_history_row_108,8
mmlu_high_school_world_history_row_109,9
mmlu_high_school_world_history_row_110,10
mmlu_high_school_world_history_row_111,8
mmlu_high_school_world_history_row_112,8
mmlu_high_school_world_history_row_113,10
mmlu_high_school_world_history_row_114,8
mmlu_high_school_world_history_row_115,9
mmlu_high_school_world_history_row_116,11
mmlu_high_school_world_history_row_117,11
mmlu_high_school_world_history_row_118,9
mmlu_high_school_world_history_row_119,12
mmlu_high_school_world_history_row_120,9
mmlu_high_school_world_history_row_121,6
mmlu_high_school_world_history_row_122,9
mmlu_high_school_world_history_row_123,9
mmlu_high_school_world_history_row_124,7
mmlu_high_school_world_history_row_125,9
mmlu_high_school_world_history_row_126,9
mmlu_high_school_world_history_row_127,10
mmlu_high_school_world_history_row_128,13
mmlu_high_school_world_history_row_129,7
mmlu_high_school_world_history_row_130,9
mmlu_high_school_world_history_row_131,9
mmlu_high_school_world_history_row_132,14
mmlu_high_school_world_history_row_133,10
mmlu_high_school_world_history_row_134,9
mmlu_high_school_world_history_row_135,7
mmlu_high_school_world_history_row_136,13
mmlu_high_school_world_history_row_137,9
mmlu_high_school_world_history_row_138,8
mmlu_high_school_world_history_row_139,6
mmlu_high_school_world_history_row_140,9
mmlu_high_school_world_history_row_141,9
mmlu_high_school_world_history_row_142,13
mmlu_high_school_world_history_row_143,11
mmlu_high_school_world_history_row_144,9
mmlu_high_school_world_history_row_145,11
mmlu_high_school_world_history_row_146,9
mmlu_high_school_world_history_row_147,8
mmlu_high_school_world_history_row_148,7
mmlu_high_school_world_history_row_149,7
mmlu_high_school_world_history_row_150,8
mmlu_high_school_world_history_row_151,9
mmlu_high_school_world_history_row_152,12
mmlu_high_school_world_history_row_153,7
mmlu_high_school_world_history_row_154,8
mmlu_high_school_world_history_row_155,7
mmlu_high_school_world_history_row_156,10
mmlu_high_school_world_history_row_157,13
mmlu_high_school_world_history_row_158,12
mmlu_high_school_world_history_row_159,7
mmlu_high_school_world_history_row_160,9
mmlu_high_school_world_history_row_161,8
mmlu_high_school_world_history_row_162,9
mmlu_high_school_world_history_row_163,14
mmlu_high_school_world_history_row_164,11
mmlu_high_school_world_history_row_165,10
mmlu_high_school_world_history_row_166,8
mmlu_high_school_world_history_row_167,9
mmlu_high_school_world_history_row_168,7
mmlu_high_school_world_history_row_169,9
mmlu_high_school_world_history_row_170,9
mmlu_high_school_world_history_row_171,9
mmlu_high_school_world_history_row_172,8
mmlu_high_school_world_history_row_173,8
mmlu_high_school_world_history_row_174,8
mmlu_high_school_world_history_row_175,7
mmlu_high_school_world_history_row_176,8
mmlu_high_school_world_history_row_177,11
mmlu_high_school_world_history_row_178,9
mmlu_high_school_world_history_row_179,9
mmlu_high_school_world_history_row_180,11
mmlu_high_school_world_history_row_181,10
mmlu_high_school_world_history_row_182,8
mmlu_high_school_world_history_row_183,11
mmlu_high_school_world_history_row_184,7
mmlu_high_school_world_history_row_185,8
mmlu_high_school_world_history_row_186,9
mmlu_high_school_world_history_row_187,8
mmlu_high_school_world_history_row_188,8
mmlu_high_school_world_history_row_189,7
mmlu_high_school_world_history_row_190,8
mmlu_high_school_world_history_row_191,12
mmlu_high_school_world_history_row_192,12
mmlu_high_school_world_history_row_193,8
mmlu_high_school_world_history_row_194,9
mmlu_high_school_world_history_row_195,8
mmlu_high_school_world_history_row_196,10
mmlu_high_school_world_history_row_197,7
mmlu_high_school_world_history_row_198,6
mmlu_high_school_world_history_row_199,9
mmlu_high_school_world_history_row_200,9
mmlu_high_school_world_history_row_201,9
mmlu_high_school_world_history_row_202,8
mmlu_high_school_world_history_row_203,7
mmlu_high_school_world_history_row_204,10
mmlu_high_school_world_history_row_205,9
mmlu_high_school_world_history_row_206,10
mmlu_high_school_world_history_row_207,8
mmlu_high_school_world_history_row_208,11
mmlu_high_school_world_history_row_209,9
mmlu_high_school_world_history_row_210,8
mmlu_high_school_world_history_row_211,10
mmlu_high_school_world_history_row_212,12
mmlu_high_school_world_history_row_213,8
mmlu_high_school_world_history_row_214,12
mmlu_high_school_world_history_row_215,7
mmlu_high_school_world_history_row_216,7
mmlu_high_school_world_history_row_217,9
mmlu_high_school_world_history_row_218,9
mmlu_high_school_world_history_row_219,10
mmlu_high_school_world_history_row_220,9
mmlu_high_school_world_history_row_221,9
mmlu_high_school_world_history_row_222,8
mmlu_high_school_world_history_row_223,10
mmlu_high_school_world_history_row_224,11
mmlu_high_school_world_history_row_225,9
mmlu_high_school_world_history_row_226,9
mmlu_high_school_world_history_row_227,11
mmlu_high_school_world_history_row_228,14
mmlu_high_school_world_history_row_229,10
mmlu_high_school_world_history_row_230,8
mmlu_high_school_world_history_row_231,8
mmlu_high_school_world_history_row_232,9
mmlu_high_school_world_history_row_233,9
mmlu_high_school_world_history_row_234,9
mmlu_high_school_world_history_row_235,8
mmlu_high_school_world_history_row_236,9
mmlu_human_aging_row_0,6
mmlu_human_aging_row_1,6
mmlu_human_aging_row_2,5
mmlu_human_aging_row_3,3
mmlu_human_aging_row_4,5
mmlu_human_aging_row_5,4
mmlu_human_aging_row_6,4
mmlu_human_aging_row_7,5
mmlu_human_aging_row_8,6
mmlu_human_aging_row_9,8
mmlu_human_aging_row_10,6
mmlu_human_aging_row_11,4
mmlu_human_aging_row_12,6
mmlu_human_aging_row_13,6
mmlu_human_aging_row_14,5
mmlu_human_aging_row_15,5
mmlu_human_aging_row_16,5
mmlu_human_aging_row_17,2
mmlu_human_aging_row_18,6
mmlu_human_aging_row_19,5
mmlu_human_aging_row_20,6
mmlu_human_aging_row_21,4
mmlu_human_aging_row_22,4
mmlu_human_aging_row_23,7
mmlu_human_aging_row_24,5
mmlu_human_aging_row_25,4
mmlu_human_aging_row_26,4
mmlu_human_aging_row_27,4
mmlu_human_aging_row_28,5
mmlu_human_aging_row_29,6
mmlu_human_aging_row_30,6
mmlu_human_aging_row_31,5
mmlu_human_aging_row_32,5
mmlu_human_aging_row_33,6
mmlu_human_aging_row_34,6
mmlu_human_aging_row_35,8
mmlu_human_aging_row_36,4
mmlu_human_aging_row_37,5
mmlu_human_aging_row_38,4
mmlu_human_aging_row_39,6
mmlu_human_aging_row_40,4
mmlu_human_aging_row_41,3
mmlu_human_aging_row_42,4
mmlu_human_aging_row_43,7
mmlu_human_aging_row_44,3
mmlu_human_aging_row_45,5
mmlu_human_aging_row_46,5
mmlu_human_aging_row_47,4
mmlu_human_aging_row_48,5
mmlu_human_aging_row_49,5
mmlu_human_aging_row_50,7
mmlu_human_aging_row_51,5
mmlu_human_aging_row_52,7
mmlu_human_aging_row_53,4
mmlu_human_aging_row_54,3
mmlu_human_aging_row_55,5
mmlu_human_aging_row_56,3
mmlu_human_aging_row_57,6
mmlu_human_aging_row_58,6
mmlu_human_aging_row_59,5
mmlu_human_aging_row_60,4
mmlu_human_aging_row_61,5
mmlu_human_aging_row_62,10
mmlu_human_aging_row_63,5
mmlu_human_aging_row_64,7
mmlu_human_aging_row_65,7
mmlu_human_aging_row_66,5
mmlu_human_aging_row_67,6
mmlu_human_aging_row_68,6
mmlu_human_aging_row_69,4
mmlu_human_aging_row_70,6
mmlu_human_aging_row_71,5
mmlu_human_aging_row_72,4
mmlu_human_aging_row_73,4
mmlu_human_aging_row_74,6
mmlu_human_aging_row_75,4
mmlu_human_aging_row_76,7
mmlu_human_aging_row_77,4
mmlu_human_aging_row_78,3
mmlu_human_aging_row_79,7
mmlu_human_aging_row_80,6
mmlu_human_aging_row_81,6
mmlu_human_aging_row_82,5
mmlu_human_aging_row_83,7
mmlu_human_aging_row_84,4
mmlu_human_aging_row_85,3
mmlu_human_aging_row_86,4
mmlu_human_aging_row_87,6
mmlu_human_aging_row_88,7
mmlu_human_aging_row_89,4
mmlu_human_aging_row_90,6
mmlu_human_aging_row_91,8
mmlu_human_aging_row_92,6
mmlu_human_aging_row_93,7
mmlu_human_aging_row_94,3
mmlu_human_aging_row_95,4
mmlu_human_aging_row_96,8
mmlu_human_aging_row_97,3
mmlu_human_aging_row_98,5
mmlu_human_aging_row_99,5
mmlu_human_aging_row_100,5
mmlu_human_aging_row_101,6
mmlu_human_aging_row_102,6
mmlu_human_aging_row_103,6
mmlu_human_aging_row_104,4
mmlu_human_aging_row_105,5
mmlu_human_aging_row_106,6
mmlu_human_aging_row_107,5
mmlu_human_aging_row_108,6
mmlu_human_aging_row_109,5
mmlu_human_aging_row_110,5
mmlu_human_aging_row_111,6
mmlu_human_aging_row_112,6
mmlu_human_aging_row_113,5
mmlu_human_aging_row_114,6
mmlu_human_aging_row_115,4
mmlu_human_aging_row_116,5
mmlu_human_aging_row_117,4
mmlu_human_aging_row_118,7
mmlu_human_aging_row_119,4
mmlu_human_aging_row_120,4
mmlu_human_aging_row_121,5
mmlu_human_aging_row_122,4
mmlu_human_aging_row_123,3
mmlu_human_aging_row_124,4
mmlu_human_aging_row_125,4
mmlu_human_aging_row_126,5
mmlu_human_aging_row_127,4
mmlu_human_aging_row_128,6
mmlu_human_aging_row_129,5
mmlu_human_aging_row_130,6
mmlu_human_aging_row_131,6
mmlu_human_aging_row_132,5
mmlu_human_aging_row_133,7
mmlu_human_aging_row_134,5
mmlu_human_aging_row_135,8
mmlu_human_aging_row_136,5
mmlu_human_aging_row_137,5
mmlu_human_aging_row_138,5
mmlu_human_aging_row_139,6
mmlu_human_aging_row_140,6
mmlu_human_aging_row_141,5
mmlu_human_aging_row_142,5
mmlu_human_aging_row_143,6
mmlu_human_aging_row_144,5
mmlu_human_aging_row_145,4
mmlu_human_aging_row_146,4
mmlu_human_aging_row_147,4
mmlu_human_aging_row_148,4
mmlu_human_aging_row_149,4
mmlu_human_aging_row_150,5
mmlu_human_aging_row_151,5
mmlu_human_aging_row_152,5
mmlu_human_aging_row_153,6
mmlu_human_aging_row_154,4
mmlu_human_aging_row_155,6
mmlu_human_aging_row_156,6
mmlu_human_aging_row_157,5
mmlu_human_aging_row_158,4
mmlu_human_aging_row_159,6
mmlu_human_aging_row_160,8
mmlu_human_aging_row_161,4
mmlu_human_aging_row_162,5
mmlu_human_aging_row_163,2
mmlu_human_aging_row_164,6
mmlu_human_aging_row_165,4
mmlu_human_aging_row_166,5
mmlu_human_aging_row_167,6
mmlu_human_aging_row_168,7
mmlu_human_aging_row_169,4
mmlu_human_aging_row_170,8
mmlu_human_aging_row_171,3
mmlu_human_aging_row_172,5
mmlu_human_aging_row_173,4
mmlu_human_aging_row_174,4
mmlu_human_aging_row_175,6
mmlu_human_aging_row_176,6
mmlu_human_aging_row_177,4
mmlu_human_aging_row_178,5
mmlu_human_aging_row_179,6
mmlu_human_aging_row_180,5
mmlu_human_aging_row_181,4
mmlu_human_aging_row_182,5
mmlu_human_aging_row_183,4
mmlu_human_aging_row_184,5
mmlu_human_aging_row_185,4
mmlu_human_aging_row_186,5
mmlu_human_aging_row_187,5
mmlu_human_aging_row_188,6
mmlu_human_aging_row_189,6
mmlu_human_aging_row_190,6
mmlu_human_aging_row_191,5
mmlu_human_aging_row_192,5
mmlu_human_aging_row_193,6
mmlu_human_aging_row_194,4
mmlu_human_aging_row_195,5
mmlu_human_aging_row_196,3
mmlu_human_aging_row_197,3
mmlu_human_aging_row_198,6
mmlu_human_aging_row_199,4
mmlu_human_aging_row_200,4
mmlu_human_aging_row_201,3
mmlu_human_aging_row_202,5
mmlu_human_aging_row_203,6
mmlu_human_aging_row_204,4
mmlu_human_aging_row_205,7
mmlu_human_aging_row_206,5
mmlu_human_aging_row_207,5
mmlu_human_aging_row_208,4
mmlu_human_aging_row_209,5
mmlu_human_aging_row_210,5
mmlu_human_aging_row_211,4
mmlu_human_aging_row_212,5
mmlu_human_aging_row_213,7
mmlu_human_aging_row_214,8
mmlu_human_aging_row_215,6
mmlu_human_aging_row_216,6
mmlu_human_aging_row_217,6
mmlu_human_aging_row_218,8
mmlu_human_aging_row_219,4
mmlu_human_aging_row_220,5
mmlu_human_aging_row_221,5
mmlu_human_aging_row_222,3
mmlu_human_sexuality_row_0,4
mmlu_human_sexuality_row_1,4
mmlu_human_sexuality_row_2,8
mmlu_human_sexuality_row_3,4
mmlu_human_sexuality_row_4,6
mmlu_human_sexuality_row_5,8
mmlu_human_sexuality_row_6,4
mmlu_human_sexuality_row_7,4
mmlu_human_sexuality_row_8,5
mmlu_human_sexuality_row_9,3
mmlu_human_sexuality_row_10,4
mmlu_human_sexuality_row_11,6
mmlu_human_sexuality_row_12,6
mmlu_human_sexuality_row_13,3
mmlu_human_sexuality_row_14,8
mmlu_human_sexuality_row_15,7
mmlu_human_sexuality_row_16,5
mmlu_human_sexuality_row_17,5
mmlu_human_sexuality_row_18,7
mmlu_human_sexuality_row_19,5
mmlu_human_sexuality_row_20,4
mmlu_human_sexuality_row_21,4
mmlu_human_sexuality_row_22,4
mmlu_human_sexuality_row_23,6
mmlu_human_sexuality_row_24,4
mmlu_human_sexuality_row_25,5
mmlu_human_sexuality_row_26,5
mmlu_human_sexuality_row_27,4
mmlu_human_sexuality_row_28,5
mmlu_human_sexuality_row_29,4
mmlu_human_sexuality_row_30,4
mmlu_human_sexuality_row_31,5
mmlu_human_sexuality_row_32,3
mmlu_human_sexuality_row_33,7
mmlu_human_sexuality_row_34,6
mmlu_human_sexuality_row_35,5
mmlu_human_sexuality_row_36,3
mmlu_human_sexuality_row_37,7
mmlu_human_sexuality_row_38,5
mmlu_human_sexuality_row_39,5
mmlu_human_sexuality_row_40,4
mmlu_human_sexuality_row_41,6
mmlu_human_sexuality_row_42,8
mmlu_human_sexuality_row_43,4
mmlu_human_sexuality_row_44,5
mmlu_human_sexuality_row_45,5
mmlu_human_sexuality_row_46,7
mmlu_human_sexuality_row_47,4
mmlu_human_sexuality_row_48,5
mmlu_human_sexuality_row_49,8
mmlu_human_sexuality_row_50,4
mmlu_human_sexuality_row_51,3
mmlu_human_sexuality_row_52,4
mmlu_human_sexuality_row_53,4
mmlu_human_sexuality_row_54,6
mmlu_human_sexuality_row_55,6
mmlu_human_sexuality_row_56,3
mmlu_human_sexuality_row_57,7
mmlu_human_sexuality_row_58,3
mmlu_human_sexuality_row_59,3
mmlu_human_sexuality_row_60,4
mmlu_human_sexuality_row_61,3
mmlu_human_sexuality_row_62,4
mmlu_human_sexuality_row_63,7
mmlu_human_sexuality_row_64,4
mmlu_human_sexuality_row_65,9
mmlu_human_sexuality_row_66,4
mmlu_human_sexuality_row_67,5
mmlu_human_sexuality_row_68,4
mmlu_human_sexuality_row_69,9
mmlu_human_sexuality_row_70,6
mmlu_human_sexuality_row_71,4
mmlu_human_sexuality_row_72,4
mmlu_human_sexuality_row_73,6
mmlu_human_sexuality_row_74,4
mmlu_human_sexuality_row_75,5
mmlu_human_sexuality_row_76,5
mmlu_human_sexuality_row_77,5
mmlu_human_sexuality_row_78,8
mmlu_human_sexuality_row_79,7
mmlu_human_sexuality_row_80,5
mmlu_human_sexuality_row_81,9
mmlu_human_sexuality_row_82,5
mmlu_human_sexuality_row_83,5
mmlu_human_sexuality_row_84,5
mmlu_human_sexuality_row_85,4
mmlu_human_sexuality_row_86,5
mmlu_human_sexuality_row_87,4
mmlu_human_sexuality_row_88,5
mmlu_human_sexuality_row_89,3
mmlu_human_sexuality_row_90,5
mmlu_human_sexuality_row_91,6
mmlu_human_sexuality_row_92,5
mmlu_human_sexuality_row_93,4
mmlu_human_sexuality_row_94,8
mmlu_human_sexuality_row_95,6
mmlu_human_sexuality_row_96,4
mmlu_human_sexuality_row_97,7
mmlu_human_sexuality_row_98,6
mmlu_human_sexuality_row_99,3
mmlu_human_sexuality_row_100,5
mmlu_human_sexuality_row_101,4
mmlu_human_sexuality_row_102,3
mmlu_human_sexuality_row_103,7
mmlu_human_sexuality_row_104,5
mmlu_human_sexuality_row_105,4
mmlu_human_sexuality_row_106,7
mmlu_human_sexuality_row_107,6
mmlu_human_sexuality_row_108,5
mmlu_human_sexuality_row_109,4
mmlu_human_sexuality_row_110,6
mmlu_human_sexuality_row_111,8
mmlu_human_sexuality_row_112,4
mmlu_human_sexuality_row_113,5
mmlu_human_sexuality_row_114,7
mmlu_human_sexuality_row_115,5
mmlu_human_sexuality_row_116,4
mmlu_human_sexuality_row_117,4
mmlu_human_sexuality_row_118,5
mmlu_human_sexuality_row_119,5
mmlu_human_sexuality_row_120,4
mmlu_human_sexuality_row_121,4
mmlu_human_sexuality_row_122,5
mmlu_human_sexuality_row_123,6
mmlu_human_sexuality_row_124,6
mmlu_human_sexuality_row_125,8
mmlu_human_sexuality_row_126,7
mmlu_human_sexuality_row_127,8
mmlu_human_sexuality_row_128,5
mmlu_human_sexuality_row_129,4
mmlu_human_sexuality_row_130,7
mmlu_international_law_row_0,5
mmlu_international_law_row_1,4
mmlu_international_law_row_2,4
mmlu_international_law_row_3,5
mmlu_international_law_row_4,3
mmlu_international_law_row_5,5
mmlu_international_law_row_6,4
mmlu_international_law_row_7,7
mmlu_international_law_row_8,4
mmlu_international_law_row_9,3
mmlu_international_law_row_10,5
mmlu_international_law_row_11,4
mmlu_international_law_row_12,5
mmlu_international_law_row_13,5
mmlu_international_law_row_14,3
