model_name,theta_rasch
smelborp/MixtralOrochi8x7B,1.123257
smelborp/MixtralOrochi8x7B-Alt,1.0963247
sophosympatheia/Aurora-Nights-70B-v1.0,1.1783687
sophosympatheia/Midnight-Rose-70B-v2.0.3,1.1466182
souvik0306/falcon_7b_3epoch_norobots,-1.5760529
ssmits/Falcon2-5.5B-multilingual,-1.9571912
statking/Meta-Llama-3-8B-Instruct-ORPO-QLoRA,0.76394224
sumo43/SOLAR-10.7B-Instruct-DPO-v1.0,0.6853528
sumo43/Yi-34b-x2,1.762975
tenyx/Llama3-TenyxChat-70B,2.005217
theo77186/Llama-3-8B-Instruct-norefusal,0.8120832
thomasgauthier/Unmixtraled-22B-v0.1-expert-2,-2.0450191
tiiuae/falcon-11B,0.24862994
tiiuae/falcon-180B,1.1278379
tiiuae/falcon-40b,0.14439927
tiiuae/falcon-7b,-1.7207943
tiiuae/falcon-7b-instruct,-1.8703239
timdettmers/guanaco-33b-merged,-0.054304544
tokyotech-llm/Swallow-70b-instruct-hf,0.87205535
tyson0420/mixtral_stack_llama,-1.6730884
unit-mesh/autodev-deepseek-6.7b-finetunes-poc,-1.1399239
unsloth/Phi-3-medium-4k-instruct,1.8423058
unsloth/Phi-3-mini-4k-instruct,1.1075063
upstage/Llama-2-70b-instruct,1.1777772
upstage/Llama-2-70b-instruct-v2,1.2454762
upstage/SOLAR-0-70b-16bit,1.2434487
upstage/SOLAR-10.7B-Instruct-v1.0,0.8075766
upstage/SOLAR-10.7B-v1.0,0.7189667
upstage/llama-30b-instruct,0.36986095
upstage/llama-30b-instruct-2048,0.5487452
uukuguy/speechless-codellama-34b-v1.9,0.10688235
uukuguy/speechless-codellama-34b-v2.0,0.0269438
uukuguy/speechless-codellama-dolphin-orca-platypus-34b,-0.0870161
uygarkurt/llama-3-merged-linear,0.92658395
v2ray/LLaMA-2-Wizard-70B-QLoRA,1.0825244
vicgalle/Configurable-Hermes-2-Pro-Llama-3-8B,0.74393284
vicgalle/Configurable-Llama-3-8B-v0.1,0.8607276
vicgalle/Configurable-Llama-3-8B-v0.2,0.86076367
vicgalle/Configurable-Llama-3-8B-v0.3,0.84794486
vicgalle/Configurable-Yi-1.5-9B-Chat,1.1381974
vicgalle/ConfigurableSOLAR-10.7B,0.8294502
vicgalle/Miqu-6B-truthy,-1.7593428
vicgalle/OpenHermes-Gemma-2B,-1.0652593
vicgalle/SOLAR-13B-Instruct-v1.0,0.03553942
vicgalle/Unsafe-Llama-3-8B,0.8430925
vicgalle/franken-SOLAR-18B-v1.0,0.6489518
vicgalle/solarized-13B-dpo,0.30329034
vicgalle/solarized-18B-dpo,0.6629912
vihangd/neuralfalcon-1b-v1,-1.8367766
vistagi/Mixtral-8x7b-v0.1-dpo,1.197337
vistagi/Mixtral-8x7b-v0.1-sft,1.2016882
vonjack/phi-3-mini-4k-instruct-llamafied,1.0125734
wandb/gemma-2b-zephyr-dpo,-0.8456052
wandb/gemma-2b-zephyr-sft,-0.83947366
wenbopan/Faro-Yi-34B,1.7365526
wenbopan/Faro-Yi-34B-200K,1.7467576
willyninja30/ARIA-70B-French,0.6496528
win10/Meta-Llama-3-15B-Instruct,0.8801989
yanolja/KoSOLAR-10.7B-v0.2,0.67791736
yanolja/KoSOLAR-10.7B-v0.3,0.6761933
yeontaek/llama-2-70B-ensemble-v2,1.0413876
yeontaek/llama-2-70B-ensemble-v3,1.0829872
yeontaek/llama-2-70B-ensemble-v4,1.2375829
yeontaek/llama-2-70B-ensemble-v5,1.184029
yeontaek/llama-2-70B-ensemble-v6,1.115547
yeontaek/llama-2-70B-ensemble-v7,1.0716512
yeontaek/llama-2-70B-ensemble-v8,0.6863866
yeontaek/llama-2-70b-IA3-guanaco,0.87309414
yhyhy3/med-orca-instruct-33b,-1.7726017
yunconglong/Mixtral_7Bx2_MoE_13B_DPO,0.55339354
zelus82/JuliusCesar-72B-BeyonderV.0,-2.02284
