model_name,theta_score
jisukim8873/falcon-7B-case-6,-1.6668131
vicgalle/Miqu-6B-truthy,-1.6673111
jisukim8873/falcon-7B-case-2,-1.6800836
Phind/Phind-CodeLlama-34B-Python-v1,-1.6893984
yhyhy3/med-orca-instruct-33b,-1.6918952
csujeong/Falcon-7B-Fintued-Finance-Stock-E,-1.7136
vihangd/neuralfalcon-1b-v1,-1.7162508
KnutJaegersberg/falcon-1b-t-sft,-1.7395027
tiiuae/falcon-7b,-1.7444614
AIGym/deepseek-coder-1.3b-chat-and-function-calling,-1.755738
google/codegemma-2b,-1.7580119
freecs/Tiny-Llama-3-7b,-1.7596788
KaeriJenti/Kaori-34b-v2,-1.7619371
euclaise/falcon_1b_stage3,-1.762072
KaeriJenti/kaori-34b-v4,-1.7623569
freecs/Llama-3-7b,-1.7635592
facebook/opt-30b,-1.7664577
BEE-spoke-data/Mixtral-GQA-400m-v2,-1.770879
monology/mixtral-soup,-1.7716702
NotAiLOL/Knight-Miqu-27B-MoE,-1.772489
DrNicefellow/Mistral-6-from-Mixtral-8x7B-v0.1,-1.7779078
ehristoforu/Llama-3-4b-community,-1.7782091
Zangs3011/falcon_7b_DolphinCoder,-1.7878493
qblocks/falcon_7b_DolphinCoder,-1.7943555
MayaPH/GodziLLa-30B-plus,-1.7956814
DrNicefellow/Mistral-7-from-Mixtral-8x7B-v0.1,-1.7964917
TheBloke/WizardLM-30B-GPTQ,-1.7965738
AIGym/deepseek-coder-1.3b-chat,-1.79856
DrNicefellow/Mistral-1-from-Mixtral-8x7B-v0.1,-1.8011005
DrNicefellow/Mistral-5-from-Mixtral-8x7B-v0.1,-1.8196812
DrNicefellow/Mistral-3-from-Mixtral-8x7B-v0.1,-1.821145
ssmits/Falcon2-5.5B-multilingual,-1.8223609
DrNicefellow/Mistral-2-from-Mixtral-8x7B-v0.1,-1.8256875
DrNicefellow/Mistral-4-from-Mixtral-8x7B-v0.1,-1.8287103
Phind/Phind-CodeLlama-34B-v2,-1.8289064
tiiuae/falcon-7b-instruct,-1.8353249
monology/mixtral-ties,-1.8391128
KoboldAI/OPT-30B-Erebus,-1.8393803
KnutJaegersberg/Walter-Falcon-1B,-1.8399462
TheBloke/robin-33B-v2-GPTQ,-1.8460317
DrNicefellow/Mistral-8-from-Mixtral-8x7B-v0.1,-1.8492935
TheBloke/GPlatty-30B-SuperHOT-8K-fp16,-1.853072
Isotonic/TinyMixtral-4x248M-MoE,-1.8629204
BarraHome/llama-3-orpo-v1-merged_16bit,-1.8637943
ryan0712/llama-3-8b-slow-DUS-max-method2,-1.8683602
monology/mixtral-4x7b_slerp,-1.8784592
AIDC-ai-business/Marcoroni-70B,-1.880391
euclaise/falcon_1b_stage3_2,-1.8881612
bhenrym14/airoboros-33b-gpt4-1.4.1-lxctx-PI-16384-fp16,-1.891057
euclaise/falcon_1b_stage1,-1.8978008
TheBloke/Chinese-Alpaca-33B-SuperHOT-8K-fp16,-1.9012041
ericzzz/falcon-rw-1b-chat,-1.9029162
NobodyExistsOnTheInternet/code-llama-70b-python-instruct,-1.9039476
nisten/smaugzilla-77b,-1.90599
TheBloke/Vicuna-33B-1-3-SuperHOT-8K-fp16,-1.9143008
TheBloke/Platypus-30B-SuperHOT-8K-fp16,-1.92016
euclaise/falcon_1b_stage2,-1.9244525
gemmathon/gemma-2b-ko-v0,-1.9248737
malhajar/Platypus2-70B-instruct-4bit-gptq,-1.9275106
TW3PartnersLLM/TW3-v2-AlpacaSmaug-72B,-1.9345053
TheBloke/llama-30b-supercot-SuperHOT-8K-fp16,-1.9409086
TheBloke/airoboros-33B-gpt4-1-4-SuperHOT-8K-fp16,-1.9472758
dfurman/MoMoMerge-72B-v0.1,-1.9485893
kodonho/Momo-70b-DPO-mixed,-1.9601089
binbi/SF-72B-V1.8.6-V1.2,-1.9625103
DeepMount00/Phi-3-Large-5.6b,-1.965973
Panchovix/airoboros-33b-gpt4-1.2-SuperHOT-8k,-1.967072
TheBloke/Wizard-Vicuna-30B-Superhot-8K-fp16,-1.9683658
zelus82/JuliusCesar-72B-BeyonderV.0,-1.9684355
DataLinguistic/DataLinguistic-34B-V1.0,-1.9704831
aloobun/falcon-1b-cot-t2,-1.9712473
TW3PartnersLLM/TW3-v1-AlpacaSmaug-30B,-1.9725862
kyujinpy/Sakura-SOLAR-Instruct-DPO-v1,-1.9732367
APMIC/caigun-lora-model-33B,-1.9753021
binbi/SF-72B-V1,-1.9767526
thomasgauthier/Unmixtraled-22B-v0.1-expert-2,-1.981781
DeepMount00/Phi-3-Mini-4K-Boost_v2,-1.9819269
OpenBuddy/openbuddy-mixtral-7bx8-v17.2-32k,-2.0206473
