model_name,family,size_b,coarse_cluster,fine_cluster,accuracy_overall,accuracy_stem,accuracy_nonstem,rank_overall,rank_stem,rank_nonstem
TW3PartnersLLM/TW3-v2-AlpacaSmaug-72B,llama,72.0,llama:40-80B,tw3-v2-alpacasmaug-72b,0.22931206,0.21503331,0.2334466,994,986,995
Technoculture/Medmerge-tulu-70b,llama,70.0,llama:40-80B,medmerge-tulu-70b,0.694488,0.585157,0.7261456,288,282,288
TeeZee/2xbagel-dpo-34b-v0.2,unclassified,34.0,unclassified:16-40B,2xbagel-dpo-34b,0.74113375,0.6482715,0.7680228,168,174,168
TeeZee/Bielik-SOLAR-LIKE-10.7B-Instruct-v0.1,solar,10.7,solar:9-16B,bielik-solar-like-10-7b-instruct,0.4846888,0.42150334,0.50298464,833,831,835
TeeZee/Kyllene-34B-v1.1,unclassified,34.0,unclassified:16-40B,kyllene-34b,0.77602905,0.6920393,0.800349,55,80,51
TeeZee/Xwin-LM-70B-V0.1_Jannie,unclassified,70.0,unclassified:40-80B,xwin-lm-70b-v0-1-jannie,0.69776386,0.5797653,0.7319313,270,320,247
TeeZee/Xwin-LM-70B-V0.1_Limarpv3,unclassified,70.0,unclassified:40-80B,xwin-lm-70b-v0-1-limarp,0.6933485,0.5743736,0.7277987,302,353,280
TehVenom/oasst-sft-6-llama-33b-xor-MERGED-16bit,llama,33.0,llama:16-40B,oasst-sft-6-llama-33b-xor-merged-16bit,0.5698618,0.4598795,0.6017082,768,782,768
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,gemma,2.0,gemma:1-4B,indic-gemma-2b-finetuned-sft-navarasa-2-0,0.37629968,0.3390422,0.38708788,873,877,884
Tensoic/Gemma-2B-Samvaad,gemma,2.0,gemma:1-4B,gemma-2b-samvaad,0.32281727,0.29083413,0.33207825,904,907,904
TheBloke/Airoboros-L2-70B-2.1-GPTQ,llama,70.0,llama:40-80B,airoboros-l2-70b-2-1,0.689859,0.56707895,0.72541094,327,408,290
TheBloke/Chinese-Alpaca-33B-SuperHOT-8K-fp16,llama,33.0,llama:16-40B,chinese-alpaca-33b-superhot-8k,0.24148981,0.24801776,0.2395996,968,954,974
TheBloke/CodeLlama-34B-Instruct-fp16,codellama,34.0,codellama:16-40B,codellama-34b-instruct,0.3812847,0.3472883,0.39112866,869,872,869
TheBloke/CodeLlama-34B-Python-fp16,codellama,34.0,codellama:16-40B,codellama-34b-python,0.3263068,0.2993974,0.33409864,902,894,901
TheBloke/GPlatty-30B-SuperHOT-8K-fp16,unclassified,30.0,unclassified:16-40B,gplatty-30b-superhot-8k,0.25267056,0.24452902,0.255028,947,960,942
TheBloke/Genz-70b-GPTQ,unclassified,70.0,unclassified:40-80B,genz-70b,0.7039595,0.5823026,0.73918635,228,299,218
TheBloke/Lemur-70B-Chat-v1-GPTQ,unclassified,70.0,unclassified:40-80B,lemur-70b-chat,0.6464891,0.5287028,0.6805951,537,655,475
TheBloke/Llama-2-70B-chat-GPTQ,llama,70.0,llama:40-80B,llama-2-70b-chat,0.6169349,0.510942,0.64762604,684,706,675
TheBloke/Llama-2-70B-fp16,llama,70.0,llama:40-80B,llama-2-70b,0.6919242,0.5823026,0.7236661,313,299,299
TheBloke/Mixtral-8x7B-v0.1-GPTQ,mixtral,56.0,mixtral:40-80B,mixtral-8x7b,0.6803162,0.59150016,0.7060336,346,265,348
TheBloke/OpenAssistant-SFT-7-Llama-30B-HF,llama,30.0,llama:16-40B,openassistant-sft-7-llama-30b,0.5784789,0.45702505,0.6136468,754,791,745
TheBloke/Platypus-30B-SuperHOT-8K-fp16,llama,30.0,llama:16-40B,platypus-30b-superhot-8k,0.23650478,0.22423089,0.24005878,976,980,972
TheBloke/Platypus2-70B-Instruct-GPTQ,llama,70.0,llama:40-80B,platypus2-70b-instruct,0.70823246,0.5759594,0.7465332,201,349,191
TheBloke/Poro-34B-GPTQ,unclassified,34.0,unclassified:16-40B,poro-34b,0.32032475,0.28322232,0.33106804,905,918,905
TheBloke/Vicuna-33B-1-3-SuperHOT-8K-fp16,llama,33.0,llama:16-40B,vicuna-33b-1-3-superhot-8k,0.23607749,0.24452902,0.23363027,977,960,994
TheBloke/Wizard-Vicuna-30B-Superhot-8K-fp16,llama,30.0,llama:16-40B,wizard-vicuna-30b-superhot-8k,0.23351374,0.22676815,0.23546699,982,977,982
TheBloke/Wizard-Vicuna-30B-Uncensored-GPTQ,llama,30.0,llama:16-40B,wizard-vicuna-30b-uncensored,0.56266916,0.43577546,0.59941226,778,821,771
TheBloke/Wizard-Vicuna-30B-Uncensored-fp16,llama,30.0,llama:16-40B,wizard-vicuna-30b-uncensored,0.5800456,0.4567079,0.615759,750,792,740
TheBloke/WizardLM-30B-GPTQ,unclassified,30.0,unclassified:16-40B,wizardlm-30b,0.24562028,0.2530923,0.2434567,961,953,966
TheBloke/WizardLM-30B-fp16,unclassified,30.0,unclassified:16-40B,wizardlm-30b,0.58745193,0.46844274,0.621912,733,757,725
TheBloke/WizardLM-70B-V1.0-GPTQ,unclassified,70.0,unclassified:40-80B,wizardlm-70b,0.6293263,0.5182366,0.66149324,637,686,621
TheBloke/airoboros-33B-gpt4-1-4-SuperHOT-8K-fp16,llama,33.0,llama:16-40B,airoboros-33b-gpt4-1-4-superhot-8k,0.2337274,0.22771963,0.23546699,981,974,982
TheBloke/fiction.live-Kimiko-V2-70B-fp16,unclassified,70.0,unclassified:40-80B,fiction-live-kimiko-v2-70b,0.6907848,0.5797653,0.7229314,322,320,306
TheBloke/llama-2-70b-Guanaco-QLoRA-fp16,llama,70.0,llama:40-80B,llama-2-70b-guanaco-qlora,0.69876087,0.58674276,0.73119664,264,275,251
TheBloke/llama-30b-supercot-SuperHOT-8K-fp16,llama,30.0,llama:16-40B,llama-30b-supercot-superhot-8k,0.23315766,0.22454806,0.23565066,983,978,980
TheBloke/robin-33B-v2-GPTQ,unclassified,33.0,unclassified:16-40B,robin-33b,0.23600626,0.22137646,0.24024245,978,981,971
TheBloke/robin-33B-v2-fp16,unclassified,33.0,unclassified:16-40B,robin-33b,0.5358211,0.43133524,0.56607586,810,825,801
TheSkullery/llama-3-cat-8b-instruct,llama,8.0,llama:4-9B,llama-3-cat-8b-instruct,0.61900014,0.5252141,0.64615667,679,665,684
TheSkullery/llama-3-cat-8b-instruct-v1,llama,8.0,llama:4-9B,llama-3-cat-8b-instruct,0.6200684,0.5236283,0.6479934,673,669,673
TigerResearch/tigerbot-70b-chat-v4-4k,unclassified,70.0,unclassified:40-80B,tigerbot-70b-chat-v4-4k,0.6907136,0.561053,0.7282579,323,460,275
TomGrc/FusionNet_SOLAR,solar,,solar:unknown,fusionnet-solar,0.64670277,0.55217254,0.67407477,535,537,541
TriadParty/deepmoney-34b-200k-base,unclassified,34.0,unclassified:16-40B,deepmoney-34b-200k-base,0.7367184,0.64732003,0.7626045,175,175,176
TsinghuaC3I/Llama-3-8B-UltraMedical,llama,8.0,llama:4-9B,llama-3-8b-ultramedical,0.647771,0.55566126,0.6744421,530,506,539
Undi95/Llama-3-8B-Instruct-OAS,llama,8.0,llama:4-9B,llama-3-8b-instruct-oas,0.65631676,0.56263876,0.683442,453,448,449
Undi95/Llama-3-LewdPlay-8B,llama,8.0,llama:4-9B,llama-3-lewdplay-8b,0.6569577,0.5623216,0.6843604,443,449,443
Undi95/Llama-3-LewdPlay-8B-evo,llama,8.0,llama:4-9B,llama-3-lewdplay-8b-evo,0.6655747,0.573105,0.6923501,393,359,398
Undi95/Llama-3-Unholy-8B,llama,8.0,llama:4-9B,llama-3-unholy-8b,0.6595926,0.56834763,0.6860134,424,393,429
Undi95/Meta-Llama-3-8B-hf,llama,8.0,llama:4-9B,meta-llama-3-8b,0.6530409,0.55724704,0.68077874,485,487,473
Undi95/Miqu-70B-Alpaca-DPO,llama,70.0,llama:40-80B,miqu-70b-alpaca-dpo,0.75395244,0.65778625,0.7817981,144,154,140
Undi95/Miqu-MS-70B,llama,70.0,llama:40-80B,miqu-ms-70b,0.7548782,0.6558833,0.78354305,138,158,130
Undi95/Mixtral-4x7B-DPO-RPChat,mixtral,28.0,mixtral:16-40B,mixtral-4x7b-dpo-rpchat,0.62455493,0.5280685,0.65249336,655,659,652
Undi95/Mixtral-8x7B-MoE-RP-Story,mixtral,56.0,mixtral:40-80B,mixtral-8x7b-moe-rp-story,0.41739067,0.36060894,0.43383232,855,861,851
VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,llama,8.0,llama:4-9B,llama-3-sauerkrautlm-8b-instruct,0.66621566,0.5797653,0.69124806,389,320,410
VAGOsolutions/SauerkrautLM-Gemma-2b,gemma,2.0,gemma:1-4B,sauerkrautlm-gemma-2b,0.42187724,0.36314622,0.43888327,853,858,849
VAGOsolutions/SauerkrautLM-Mixtral-8x7B,mixtral,56.0,mixtral:40-80B,sauerkrautlm-mixtral-8x7b,0.6556758,0.5537583,0.68518686,456,525,436
VAGOsolutions/SauerkrautLM-Mixtral-8x7B-Instruct,mixtral,56.0,mixtral:40-80B,sauerkrautlm-mixtral-8x7b-instruct,0.70488536,0.61052966,0.7322068,217,204,244
VAGOsolutions/SauerkrautLM-SOLAR-Instruct,solar,,solar:unknown,sauerkrautlm-solar-instruct,0.65339696,0.55978435,0.68050325,481,472,477
ValiantLabs/Esper-70b,unclassified,70.0,unclassified:40-80B,esper-70b,0.544723,0.4801776,0.5634126,798,745,802
ValiantLabs/Fireplace-34b,unclassified,34.0,unclassified:16-40B,fireplace-34b,0.48013103,0.41769743,0.4982092,837,837,839
ValiantLabs/Llama3-70B-Fireplace,llama,70.0,llama:40-80B,llama3-70b-fireplace,0.7859991,0.71994925,0.80512446,31,25,33
Walmart-the-bag/Llama-3-LizardCoder-8B,llama,8.0,llama:4-9B,llama-3-lizardcoder-8b,0.6642928,0.5658103,0.6928093,399,417,394
Walmart-the-bag/Solar-10.7B-Cato,solar,10.7,solar:9-16B,solar-10-7b-cato,0.64449507,0.5524897,0.671136,547,536,564
Weyaxi/Bagel-Hermes-34B-Slerp,unclassified,34.0,unclassified:16-40B,bagel-hermes-34b,0.778664,0.6904535,0.8042061,44,85,36
Weyaxi/HelpSteer-filtered-Solar-Instruct,solar,,solar:unknown,helpsteer-filtered-solar-instruct,0.6286142,0.53028864,0.6570851,639,649,638
Weyaxi/Nous-Hermes-2-SUS-Chat-34B-Linear,unclassified,34.0,unclassified:16-40B,nous-hermes-2-sus-chat-34b-linear,0.7714713,0.6828417,0.7971347,89,108,72
Weyaxi/Nous-Hermes-2-SUS-Chat-34B-Slerp,unclassified,34.0,unclassified:16-40B,nous-hermes-2-sus-chat-34b,0.77403504,0.6869648,0.79924697,73,97,61
Weyaxi/Qwen-72B-Llama,llama,72.0,llama:40-80B,qwen-72b-llama,0.7499644,0.679353,0.7704105,157,115,166
Weyaxi/SauerkrautLM-UNA-SOLAR-Instruct,solar,,solar:unknown,sauerkrautlm-una-solar-instruct,0.6519014,0.5635902,0.67747265,505,436,520
Weyaxi/SauerkrautLM-UNA-SOLAR-Instruct-test,solar,,solar:unknown,sauerkrautlm-una-solar-instruct-test,0.6519014,0.5635902,0.67747265,505,436,520
WhiteRabbitNeo/WhiteRabbitNeo-33B-v1,unclassified,33.0,unclassified:16-40B,whiterabbitneo-33b,0.3874092,0.3723438,0.39177153,868,854,868
WizardLM/WizardCoder-Python-34B-V1.0,unclassified,34.0,unclassified:16-40B,wizardcoder-python-34b,0.4808432,0.41991755,0.4984847,836,834,838
WizardLM/WizardLM-70B-V1.0,unclassified,70.0,unclassified:40-80B,wizardlm-70b,0.6380857,0.52838564,0.6698503,590,658,575
Xwin-LM/Xwin-LM-70B-V0.1,unclassified,70.0,unclassified:40-80B,xwin-lm-70b,0.6956986,0.58103395,0.72890073,281,313,268
Xwin-LM/Xwin-Math-70B-V1.0,unclassified,70.0,unclassified:40-80B,xwin-math-70b,0.66479135,0.5306058,0.7036459,394,645,349
Xwin-LM/XwinCoder-34B,unclassified,34.0,unclassified:16-40B,xwincoder-34b,0.47927645,0.41230574,0.49866837,839,839,837
YeungNLP/firefly-llama-30b,llama,30.0,llama:16-40B,firefly-llama-30b,0.57741064,0.4636854,0.6103407,758,771,754
YeungNLP/firefly-mixtral-8x7b-v0.1,mixtral,56.0,mixtral:40-80B,firefly-mixtral-8x7b,0.70246404,0.6140184,0.7280742,245,196,276
YeungNLP/firefly-mixtral-8x7b-v1,mixtral,56.0,mixtral:40-80B,firefly-mixtral-8x7b,0.70246404,0.6140184,0.7280742,245,196,276
Yhyu13/oasst-rlhf-2-llama-30b-7k-steps-hf,llama,30.0,llama:16-40B,oasst-rlhf-2-llama-30b-7k-steps,0.571571,0.46178243,0.6033612,764,777,765
Zangs3011/falcon_7b_DolphinCoder,falcon,,falcon:unknown,falcon-7b-dolphincoder,0.26449224,0.25467807,0.267334,933,950,931
Zangs3011/mixtral_8x7b_MonsterInstruct,mixtral,,mixtral:unknown,mixtral-8x7b-monsterinstruct,0.6885059,0.60767525,0.7119111,332,214,336
Zardos/A.I.Kant-Test_Llama-3-8B-Instruct_v0.1.0,llama,8.0,llama:4-9B,a-i-kant-test-llama-3-8b-instruct,0.6199259,0.5379004,0.6436771,674,603,690
Zardos/A.I.Kant-Test_Llama-3-8B-Instruct_v0.1.1,llama,8.0,llama:4-9B,a-i-kant-test-llama-3-8b-instruct,0.37907705,0.3495084,0.3876389,871,869,881
Zardos/nil_Llama-3-8B-Instruct_v0.1.0,llama,8.0,llama:4-9B,nil-llama-3-8b-instruct,0.666999,0.5680305,0.6956562,385,395,376
Zardos/nil_Llama-3-8B-Instruct_v0.1.1,llama,8.0,llama:4-9B,nil-llama-3-8b-instruct,0.65396667,0.55724704,0.6819726,469,487,461
abacusai/Liberated-Qwen1.5-72B,qwen,72.0,qwen:40-80B,liberated-qwen1-5-72b,0.77211225,0.6961624,0.79410416,87,64,91
abacusai/Llama-3-Giraffe-70B,llama,70.0,llama:40-80B,llama-3-giraffe-70b,0.76741207,0.6967967,0.7878593,105,60,117
abacusai/Llama-3-Giraffe-70B-Instruct,llama,70.0,llama:40-80B,llama-3-giraffe-70b-instruct,0.7706167,0.70631146,0.78923684,94,44,108
abacusai/Llama-3-Smaug-8B,llama,8.0,llama:4-9B,llama-3-smaug-8b,0.64449507,0.54646367,0.6728809,547,560,548
abacusai/MM-OV-bagel-DPO-34b-c1000-250,unclassified,34.0,unclassified:16-40B,mm-ov-bagel-dpo-34b-c1000-250,0.7733229,0.6863305,0.7985123,80,99,66
abacusai/MM-Orc-Vic-bagel-34b-c1000,unclassified,34.0,unclassified:16-40B,mm-orc-vic-bagel-34b-c1000,0.7704743,0.6809388,0.7964,96,112,81
abacusai/MetaMath-Bagel-DPO-34B,unclassified,34.0,unclassified:16-40B,metamath-bagel-dpo-34b,0.77446234,0.6869648,0.79979795,70,97,57
abacusai/MetaMath-bagel-34b-v0.2-c1500,unclassified,34.0,unclassified:16-40B,metamath-bagel-34b-v0-2-c1500,0.7538812,0.65144306,0.78354305,145,164,130
abacusai/Smaug-2-72B,unclassified,72.0,unclassified:40-80B,smaug-2-72b,0.77745336,0.7117031,0.79649186,49,36,80
abacusai/Smaug-34B-v0.1,unclassified,34.0,unclassified:16-40B,smaug-34b,0.77545935,0.68950206,0.800349,61,88,51
abacusai/Smaug-70B-v0.1,unclassified,70.0,unclassified:40-80B,smaug-70b,0.77360773,0.6948938,0.7964,78,70,81
abacusai/Smaug-72B-v0.1,unclassified,72.0,unclassified:40-80B,smaug-72b,0.77360773,0.6948938,0.7964,78,70,81
abacusai/Smaug-Mixtral-v0.1,mixtral,,mixtral:unknown,smaug-mixtral,0.69341975,0.5956232,0.7217375,301,252,310
abacusai/Smaugv0.1,unclassified,,unclassified:unknown,smaug,0.77545935,0.68950206,0.800349,61,88,51
abhinand/Llama-3-OpenBioMed-8B-slerp-v0.3,llama,8.0,llama:4-9B,llama-3-openbiomed-8b,0.6521863,0.55502695,0.6803196,499,510,480
abhinand/gemma-2b-it-tamil-v0.1-alpha,gemma,2.0,gemma:1-4B,gemma-2b-it-tamil-v0-1-alpha,0.39146847,0.34475103,0.40499586,864,874,865
abhinand/gemma-2b-tamil,gemma,2.0,gemma:1-4B,gemma-2b-tamil,0.37572995,0.33555344,0.3873634,876,881,882
abhishek/autotrain-llama3-70b-orpo-v1,llama,70.0,llama:40-80B,autotrain-llama3-70b-orpo,0.8002421,0.7380273,0.818257,11,9,11
abhishek/autotrain-llama3-70b-orpo-v2,llama,70.0,llama:40-80B,autotrain-llama3-70b-orpo,0.8000285,0.7370758,0.818257,12,10,11
abhishek/autotrain-mixtral-8x7b-orpo-v1,mixtral,56.0,mixtral:40-80B,autotrain-mixtral-8x7b-orpo,0.70445806,0.6089439,0.732115,222,208,245
abhishek/autotrain-mixtral-8x7b-orpo-v2,mixtral,56.0,mixtral:40-80B,autotrain-mixtral-8x7b-orpo,0.69484407,0.59720904,0.7231151,285,247,304
abhishek/autotrain-mixtral7x8b-math,mixtral,56.0,mixtral:40-80B,autotrain-mixtral7x8b-math,0.6635807,0.55439264,0.695197,403,519,380
abhishek/autotrain-xva0j-mixtral8x7b,mixtral,56.0,mixtral:40-80B,autotrain-xva0j-mixtral8x7b,0.6609457,0.5702506,0.6872073,417,375,423
abhishekchohan/SOLAR-10.7B-Instruct-Forest-DPO-v1,solar,10.7,solar:9-16B,solar-10-7b-instruct-forest-dpo,0.6512605,0.5512211,0.68022776,514,541,482
abideen/gemma-2b-openhermes,gemma,2.0,gemma:1-4B,gemma-2b-openhermes,0.36989033,0.29749444,0.39085317,885,903,870
adamo1139/Yi-34B-200K-AEZAKMI-RAW-1701,yi,34.0,yi:16-40B,yi-34b-200k-aezakmi-raw-1701,0.75737077,0.6685696,0.78308386,132,132,134
adamo1139/Yi-34B-200K-AEZAKMI-RAW-2301,yi,34.0,yi:16-40B,yi-34b-200k-aezakmi-raw-2301,0.7542373,0.6596892,0.7816145,142,149,141
adamo1139/Yi-34B-200K-AEZAKMI-RAW-2301-LoRA,yi,34.0,yi:16-40B,yi-34b-200k-aezakmi-raw-2301-lora,0.7533827,0.6631779,0.7795023,146,144,147
adamo1139/Yi-34B-200K-AEZAKMI-RAW-2901,yi,34.0,yi:16-40B,yi-34b-200k-aezakmi-raw-2901,0.7407777,0.65302885,0.76618606,169,162,173
adamo1139/Yi-34B-200K-AEZAKMI-XLCTX-v3,yi,34.0,yi:16-40B,yi-34b-200k-aezakmi-xlctx,0.7437687,0.66539806,0.76646155,166,140,172
adamo1139/Yi-34B-200K-AEZAKMI-v2,yi,34.0,yi:16-40B,yi-34b-200k-aezakmi,0.75886625,0.66222644,0.78684914,128,145,121
adamo1139/Yi-34B-200K-HESOYAM-0905,yi,34.0,yi:16-40B,yi-34b-200k-hesoyam-0905,0.75594646,0.66761816,0.78152263,134,135,142
adamo1139/Yi-34B-200K-rawrr1-LORA-DPO-experimental-r3,yi,34.0,yi:16-40B,yi-34b-200k-rawrr1-lora-dpo-experimental-r3,0.76128757,0.67047256,0.7875838,124,126,119
adamo1139/Yi-34B-AEZAKMI-v1,yi,34.0,yi:16-40B,yi-34b-aezakmi,0.7447657,0.6495401,0.77233905,165,171,163
adamo1139/Yi-34b-200K-rawrr-v2-run-0902-LoRA,yi,34.0,yi:16-40B,yi-34b-200k-rawrr-v2-run-0902-lora,0.75808287,0.66825247,0.78409404,129,133,126
adamo1139/yi-34b-200k-rawrr-dpo-1,yi,34.0,yi:16-40B,yi-34b-200k-rawrr-dpo-1,0.76221335,0.6688868,0.78923684,121,129,108
adamo1139/yi-34b-200k-rawrr-dpo-2,yi,34.0,yi:16-40B,yi-34b-200k-rawrr-dpo-2,0.76164365,0.66761816,0.7888695,122,135,112
ajibawa-2023/Code-Llama-3-8B,codellama,8.0,codellama:4-9B,code-llama-3-8b,0.4776385,0.42086902,0.49407658,840,833,842
ajibawa-2023/Python-Code-33B,unclassified,33.0,unclassified:16-40B,python-code-33b,0.53838485,0.43355533,0.5687391,807,823,797
ajibawa-2023/Scarlett-Llama-3-8B,llama,8.0,llama:4-9B,scarlett-llama-3-8b,0.6512605,0.5559784,0.67885023,514,504,502
ajibawa-2023/Scarlett-Llama-3-8B-v1.0,llama,8.0,llama:4-9B,scarlett-llama-3-8b,0.6502635,0.5553441,0.6777482,518,507,516
ajibawa-2023/SlimOrca-Llama-3-8B,llama,8.0,llama:4-9B,slimorca-llama-3-8b,0.5214357,0.44275293,0.54421896,822,814,821
ajibawa-2023/Uncensored-Frank-33B,unclassified,33.0,unclassified:16-40B,uncensored-frank-33b,0.56993306,0.4506819,0.6044632,767,805,762
ajibawa-2023/Uncensored-Frank-Llama-3-8B,llama,8.0,llama:4-9B,uncensored-frank-llama-3-8b,0.6216351,0.5153822,0.6524015,669,695,653
alchemonaut/BoreanGale-70B,unclassified,70.0,unclassified:40-80B,boreangale-70b,0.7504629,0.65778625,0.7772982,155,154,154
alchemonaut/QuartetAnemoi-70B-t0.0001,unclassified,70.0,unclassified:40-80B,quartetanemoi-70b-t0-0001,0.7543085,0.6568348,0.7825328,141,157,136
allenai/tulu-2-dpo-70b,llama,70.0,llama:40-80B,tulu-2-dpo-70b,0.6965532,0.5778624,0.7309211,277,333,253
aloobun/Cypher-Laser-Mixtral-2x1.8B-v0.1,mixtral,3.6,mixtral:1-4B,cypher-laser-mixtral-2x1-8b,0.3134881,0.28702822,0.3211498,908,909,907
aloobun/Cypher-Mixtral-2x1.8B-v0.1,mixtral,3.6,mixtral:1-4B,cypher-mixtral-2x1-8b,0.312135,0.2917856,0.31802738,909,905,909
aloobun/falcon-1b-cot-t2,falcon,1.0,falcon:1-4B,falcon-1b-cot-t2,0.22945449,0.21249604,0.23436496,988,990,988
altomek/CodeRosa-70B-AB1,unclassified,70.0,unclassified:40-80B,coderosa-70b-ab1,0.5850306,0.49286395,0.61171824,742,731,749
alykassem/ds_diasum_md_mixtral,mixtral,,mixtral:unknown,ds-diasum-md-mixtral,0.6866543,0.5883286,0.7151254,336,271,331
anakin87/gemma-2b-orpo,gemma,2.0,gemma:1-4B,gemma-2b-orpo,0.37907705,0.35807168,0.38515934,871,862,886
andrijdavid/Meta-Llama-3-13B-Instruct,llama,13.0,llama:9-16B,meta-llama-3-13b-instruct,0.57940465,0.49762133,0.6030857,753,722,766
andysalerno/cloudymixtral7Bx2-nectar-0.2,mixtral,,mixtral:unknown,cloudymixtral7bx2-nectar-0-2,0.64335567,0.541072,0.67297274,556,584,546
ariellee/SuperPlatty-30B,unclassified,30.0,unclassified:16-40B,superplatty-30b,0.6207093,0.51189345,0.6522178,671,703,654
arvindanand/Deepseek-Wizard-33B-slerp,deepseek,33.0,deepseek:16-40B,deepseek-wizard-33b,0.3692494,0.35616872,0.373037,890,864,894
arvindanand/ValidateAI-2-33B-AT,unclassified,33.0,unclassified:16-40B,validateai-2-33b-at,0.41760433,0.4005709,0.4225365,854,846,857
arvindanand/ValidateAI-3-33B-Ties,unclassified,33.0,unclassified:16-40B,validateai-3-33b,0.42422733,0.4065969,0.42933235,849,842,854
arvindanand/ValidateAI-33B-slerp,unclassified,33.0,unclassified:16-40B,validateai-33b,0.38819256,0.3609261,0.3960878,866,860,867
ausboss/llama-30b-supercot,llama,30.0,llama:16-40B,llama-30b-supercot,0.5567583,0.4513162,0.5872899,784,803,780
azarafrooz/gemma-2b-it-nlai-p1,gemma,2.0,gemma:1-4B,gemma-2b-it-nlai-p1,0.36946303,0.29908025,0.38984296,887,896,878
azarafrooz/gemma-2b-it-nlai-v0,gemma,2.0,gemma:1-4B,gemma-2b-it-nlai,0.36903575,0.2984459,0.3894756,891,898,879
azarafrooz/gemma-2b-it-sp-test,gemma,2.0,gemma:1-4B,gemma-2b-it-sp-test,0.36996153,0.29812875,0.39076132,880,899,873
azarafrooz/gemma-2b-it-sp-test-openherms-step500,gemma,2.0,gemma:1-4B,gemma-2b-it-sp-test-openherms-step500,0.36996153,0.29812875,0.39076132,880,899,873
azarafrooz/gemma-2b-it-sp-test1,gemma,2.0,gemma:1-4B,gemma-2b-it-sp-test1,0.36996153,0.29812875,0.39076132,880,899,873
azarafrooz/gemma-2b-nlaf-v0,gemma,2.0,gemma:1-4B,gemma-2b-nlaf,0.36996153,0.29908025,0.39048582,880,896,877
azharsultan/Meta-Llama-3-8B-orpo,llama,8.0,llama:4-9B,meta-llama-3-8b-orpo,0.646133,0.5502696,0.67389107,539,543,542
bharadwajswarna/gemma-2b-sft-telugu,gemma,2.0,gemma:1-4B,gemma-2b-sft-telugu,0.3163367,0.30383763,0.31995592,906,893,908
bhavinjawade/SOLAR-10B-Nector-DPO-Jawade,solar,10.0,solar:9-16B,solar-10b-nector-dpo-jawade,0.65097564,0.56041867,0.67719716,517,466,523
bhavinjawade/SOLAR-10B-OrcaDPO-Jawade,solar,10.0,solar:9-16B,solar-10b-orcadpo-jawade,0.65254235,0.5540755,0.6810543,494,520,470
bhenrym14/airoboros-33b-gpt4-1.4.1-lxctx-PI-16384-fp16,llama,33.0,llama:16-40B,airoboros-33b-gpt4-1-4-1-lxctx-pi-16384,0.23764421,0.2454805,0.23537515,973,959,984
binbi/Ein-72B-v0.1,unclassified,72.0,unclassified:40-80B,ein-72b,0.7739638,0.69425946,0.7970429,75,72,74
binbi/MoMo-70B-V1.2_1,unclassified,70.0,unclassified:40-80B,momo-70b-v1-2-1,0.704102,0.5784967,0.740472,226,327,213
binbi/SF-72B-V1,unclassified,72.0,unclassified:40-80B,sf-72b,0.22753169,0.21471614,0.23124254,997,987,997
binbi/SF-72B-V1.8.6-V1.2,unclassified,72.0,unclassified:40-80B,sf-72b,0.22753169,0.21471614,0.23124254,997,987,997
birgermoell/llama-3-merge-disco-neural-pace,llama,,llama:unknown,llama-3-merge-disco-neural-pace,0.636519,0.53441167,0.66608506,601,622,592
birgermoell/llama-3-open-hermes-disco,llama,,llama:unknown,llama-3-open-hermes-disco,0.64563453,0.5553441,0.67177886,543,507,558
bn22/Nous-Hermes-2-SOLAR-10.7B-MISALIGNED,solar,10.7,solar:9-16B,nous-hermes-2-solar-10-7b-misaligned,0.6536818,0.5467808,0.6846359,474,558,441
bongchoi/MoMo-70B-LoRA-V1.1,unclassified,70.0,unclassified:40-80B,momo-70b-lora,0.6618003,0.54138917,0.69666636,413,581,370
bongchoi/test-llama2-70b,llama,70.0,llama:40-80B,test-llama2-70b,0.6919242,0.5823026,0.7236661,313,299,299
brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties,yi,34.0,yi:16-40B,caplattessdolxaboros-yi-34b-200k-dare,0.76029056,0.6688868,0.7867573,125,129,122
brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-ExtremeDensity,yi,34.0,yi:16-40B,caplattessdolxaboros-yi-34b-200k-dare-ties-extremedensity,0.7795898,0.6983825,0.80310404,41,56,40
brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-HighDensity,yi,34.0,yi:16-40B,caplattessdolxaboros-yi-34b-200k-dare-ties-highdensity,0.7790201,0.69647956,0.8029204,43,62,42
brucethemoose/CapyTessBorosYi-34B-200K-DARE-Ties,unclassified,34.0,unclassified:16-40B,capytessborosyi-34b-200k-dare,0.7656317,0.67618144,0.79153275,111,122,99
brucethemoose/Yi-34B-200K-DARE-megamerge-v8,yi,34.0,yi:16-40B,yi-34b-200k-dare-megamerge,0.775673,0.6904535,0.800349,59,85,51
brucethemoose/Yi-34B-200K-DARE-merge-v5,yi,34.0,yi:16-40B,yi-34b-200k-dare-merge,0.77759576,0.691405,0.80255306,48,82,43
brucethemoose/Yi-34B-200K-DARE-merge-v7,yi,34.0,yi:16-40B,yi-34b-200k-dare-merge,0.77702606,0.6926736,0.801451,51,78,45
