model_name,theta_stem,theta_nonstem,theta_stem_z,theta_nonstem_z,gap_z
aloobun/falcon-1b-cot-t2,-1.8283945,-2.0958207,-1.7880213,-1.900345,0.11232364
altomek/CodeRosa-70B-AB1,-0.63895994,-0.62227654,-0.5364185,-0.5477248,0.011306286
alykassem/ds_diasum_md_mixtral,0.012154159,0.24604368,0.14872736,0.24933824,-0.10061088
anakin87/gemma-2b-orpo,-1.2862003,-1.488424,-1.2174882,-1.3427933,0.12530518
andrijdavid/Meta-Llama-3-13B-Instruct,-0.6731498,-0.7137725,-0.5723954,-0.63171226,0.059316874
andysalerno/cloudymixtral7Bx2-nectar-0.2,-0.30679122,-0.10944014,-0.18688834,-0.07697341,-0.10991493
ariellee/SuperPlatty-30B,-0.49523422,-0.3936308,-0.3851807,-0.33784246,-0.047338247
arvindanand/Deepseek-Wizard-33B-slerp,-1.2725456,-1.5358706,-1.2031198,-1.3863463,0.18322659
arvindanand/ValidateAI-2-33B-AT,-1.1519163,-1.3994628,-1.0761856,-1.2611326,0.18494701
arvindanand/ValidateAI-3-33B-Ties,-1.1360775,-1.3778083,-1.0595189,-1.2412552,0.18173623
arvindanand/ValidateAI-33B-slerp,-1.2406168,-1.4529254,-1.1695222,-1.310208,0.1406858
ausboss/llama-30b-supercot,-0.87840956,-0.7760992,-0.7883835,-0.68892425,-0.09945923
azarafrooz/gemma-2b-it-nlai-p1,-1.4253391,-1.5087314,-1.3638994,-1.3614342,-0.002465129
azarafrooz/gemma-2b-it-nlai-v0,-1.4339944,-1.5102984,-1.373007,-1.3628727,-0.010134339
azarafrooz/gemma-2b-it-sp-test,-1.4464774,-1.5187342,-1.3861425,-1.3706162,-0.015526295
azarafrooz/gemma-2b-it-sp-test-openherms-step500,-1.4480238,-1.5171381,-1.3877697,-1.3691511,-0.018618584
azarafrooz/gemma-2b-it-sp-test1,-1.4551426,-1.5136389,-1.3952607,-1.365939,-0.02932167
azarafrooz/gemma-2b-nlaf-v0,-1.4579489,-1.525897,-1.3982136,-1.3771913,-0.02102232
azharsultan/Meta-Llama-3-8B-orpo,-0.19282438,-0.051164724,-0.0669648,-0.023480263,-0.043484535
bharadwajswarna/gemma-2b-sft-telugu,-1.4377278,-1.6523973,-1.3769356,-1.4933105,0.11637485
bhavinjawade/SOLAR-10B-Nector-DPO-Jawade,-0.08486186,-0.029228682,0.0466406,-0.0033443638,0.049984965
bhavinjawade/SOLAR-10B-OrcaDPO-Jawade,-0.098267764,-0.00047265395,0.03253401,0.02305185,0.00948216
bhenrym14/airoboros-33b-gpt4-1.4.1-lxctx-PI-16384-fp16,-1.6733991,-2.0081594,-1.6249248,-1.8198776,0.19495285
binbi/Ein-72B-v0.1,1.6711222,1.761785,1.8944048,1.6406928,0.25371194
binbi/MoMo-70B-V1.2_1,0.17192255,0.78902817,0.31684637,0.7477637,-0.43091732
binbi/SF-72B-V1,-1.79056,-2.0639715,-1.7482092,-1.8711095,0.12290025
binbi/SF-72B-V1.8.6-V1.2,-1.8141421,-2.0831337,-1.773024,-1.8886992,0.11567521
birgermoell/llama-3-merge-disco-neural-pace,-0.31928584,-0.16485226,-0.20003602,-0.12783822,-0.072197795
birgermoell/llama-3-open-hermes-disco,-0.21317983,-0.13604018,-0.08838417,-0.10139056,0.013006397
bn22/Nous-Hermes-2-SOLAR-10.7B-MISALIGNED,-0.17303938,-0.008698174,-0.046145692,0.015501343,-0.061647035
bongchoi/MoMo-70B-LoRA-V1.1,-0.28657097,0.15566914,-0.16561124,0.16638014,-0.33199137
bongchoi/test-llama2-70b,0.13225387,0.58508706,0.2751043,0.5605586,-0.2854543
brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties,1.4035374,1.7233639,1.6128341,1.6054246,0.0074094534
brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-ExtremeDensity,2.0502577,2.2189524,2.2933564,2.0603437,0.23301268
brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-HighDensity,2.0056567,2.193928,2.2464242,2.0373728,0.20905137
brucethemoose/CapyTessBorosYi-34B-200K-DARE-Ties,1.620845,1.9074103,1.8414997,1.7743677,0.067131996
brucethemoose/Yi-34B-200K-DARE-megamerge-v8,1.8705841,2.1903634,2.104292,2.0341008,0.070191145
brucethemoose/Yi-34B-200K-DARE-merge-v5,1.9323653,2.2411544,2.1693022,2.0807238,0.08857846
brucethemoose/Yi-34B-200K-DARE-merge-v7,1.9184871,2.1901538,2.1546986,2.0339084,0.12079024
budecosystem/code-millenials-34b,-1.0240091,-1.1565654,-0.94159305,-1.0381682,0.09657514
bunkalab/Phi-3-mini-128k-instruct-LinearBunkaScore-4.6k-DPO,0.23158705,0.22227778,0.37962937,0.22752266,0.15210672
bunnycore/Blackbird-Llama-3-8B,-0.35582605,-0.27991855,-0.23848608,-0.23346181,-0.005024269
camel-ai/CAMEL-33B-Combined-Data,-0.78460944,-0.58375096,-0.6896807,-0.5123607,-0.17732
chargoddard/MelangeA-70b,0.15840153,0.7743765,0.30261865,0.7343144,-0.43169573
chargoddard/MelangeB-70b,0.14753313,0.78710675,0.2911822,0.74599993,-0.45481774
chargoddard/MelangeC-70b,0.120092146,0.8027436,0.26230693,0.76035357,-0.49804664
chargoddard/MixtralRPChat-ZLoss,0.26440233,0.39180326,0.4141598,0.38313633,0.031023473
chargoddard/llama-2-34b-uncode,-1.3014841,-1.5012257,-1.2335708,-1.3545445,0.120973706
chargoddard/mixtralmerge-8x7B-rebalanced-test,0.2204368,0.38892388,0.36789632,0.38049322,-0.012596905
chihoonlee10/T3Q-ko-solar-dpo-v6.0,-0.3990308,-0.31539536,-0.28394902,-0.26602727,-0.017921746
chlee10/T3Q-Platypus-SOLAR,-0.9074556,-0.95479363,-0.8189477,-0.8529544,0.034006715
chlee10/T3Q-platypus-SOLAR-10.7B-v1.0,-0.5329715,-0.501595,-0.42489037,-0.43694678,0.01205641
chujiezheng/tulu-2-dpo-70b-ExPO,0.1313073,0.5819553,0.2741083,0.5576839,-0.2835756
cloudyu/Mixtral-8x7B-Instruct-v0.1-DPO,0.294793,0.5296587,0.44613892,0.5096789,-0.06353998
cloudyu/Mixtral_11Bx2_MoE_19B,-0.042632733,-0.022264859,0.091076925,0.0030479853,0.08802894
cloudyu/Mixtral_13B_Chat,-0.31490514,-0.16717683,-0.19542636,-0.12997203,-0.065454334
cloudyu/Mixtral_13Bx2_MOE_22B,-0.82677877,-0.67931014,-0.7340541,-0.600078,-0.1339761
cloudyu/Mixtral_34Bx2_MoE_60B,1.9386224,2.229582,2.1758864,2.070101,0.10578537
cloudyu/Mixtral_7Bx2_MoE,-0.31865674,-0.09480852,-0.19937405,-0.06354251,-0.13583153
cloudyu/Mixtral_7Bx2_MoE_13B,-0.5797492,-0.3668442,-0.47411305,-0.31325406,-0.16085899
cloudyu/Mixtral_7Bx2_MoE_DPO,-0.36814913,-0.124763116,-0.25145325,-0.091038935,-0.16041431
cloudyu/Mixtral_7Bx4_MOE_24B,-0.4031561,-0.26613846,-0.2882899,-0.22081254,-0.06747736
cloudyu/Mixtral_7Bx5_MoE_30B,-0.32726705,-0.1366935,-0.20843439,-0.101990275,-0.10644411
cloudyu/Mixtral_7Bx6_MoE_35B,-0.28319547,-0.092190884,-0.1620593,-0.061139684,-0.10091962
cloudyu/Truthful_DPO_cloudyu_Mixtral_34Bx2_MoE_60B,1.9065642,2.2440028,2.1421525,2.0833385,0.05881405
cloudyu/mixtral_7bx4_moe,-0.43294346,-0.30723134,-0.31963417,-0.2585332,-0.06110096
codellama/CodeLlama-34b-Instruct-hf,-0.88234407,-0.90585315,-0.7925236,-0.8080301,0.015506506
codellama/CodeLlama-34b-Python-hf,-1.0777022,-1.1586416,-0.9980925,-1.040074,0.04198152
codellama/CodeLlama-34b-hf,-0.8519552,-0.9318618,-0.7605464,-0.8319045,0.071358085
codellama/CodeLlama-70b-Instruct-hf,-0.74860346,-0.8512105,-0.65179276,-0.7578716,0.10607886
codellama/CodeLlama-70b-Python-hf,-0.77292097,-0.8812771,-0.6773813,-0.7854709,0.108089626
codellama/CodeLlama-70b-hf,-0.6405739,-0.65834045,-0.5381169,-0.58082914,0.04271227
cognitivecomputations/Dolphin-2.9.1-Phi-3-Kensho-4.5B,-0.14037132,-0.119156286,-0.011770177,-0.085892215,0.07412204
cognitivecomputations/Llama-3-8B-Instruct-abliterated-v2,-0.13755064,-0.04338602,-0.008802063,-0.016339904,0.007537841
cognitivecomputations/MegaDolphin-120b,0.018288177,0.49883205,0.15518199,0.48138198,-0.3262
cognitivecomputations/dolphin-2.2-yi-34b-200k,-0.85740966,-0.9305642,-0.76628596,-0.83071333,0.064427376
cognitivecomputations/dolphin-2.9.1-llama-3-8b,-0.49471164,-0.5340766,-0.3846308,-0.46676278,0.08213198
cognitivecomputations/dolphin-2.9.1-yi-1.5-9b,0.5840731,0.17041285,0.7505388,0.17991394,0.5706249
cognitivecomputations/mixtral-instruct-0.1-laser,0.25921252,0.42343104,0.4086987,0.41216862,-0.0034699142
cognitivecomputations/yayi2-30b-llama,-0.47408357,-0.6796155,-0.36292458,-0.6003583,0.23743373
collaiborateorg/Collaiborator-MEDLLM-Llama-3-8B-v1,-0.24821396,-0.09885269,-0.12524943,-0.0672548,-0.057994634
concedo/Vicuzard-30B-Uncensored,-0.8351867,-0.62273484,-0.7429015,-0.5481455,-0.19475603
cookinai/Llama-3-SOLAR-v0.1,-0.28932387,-0.17629583,-0.16850802,-0.1383427,-0.03016533
cookinai/Llama-3-SOLAR-v0.2,-0.26472,-0.19926634,-0.14261818,-0.15942818,0.01681
cookinai/NeuralLlama-3-ORPO,-0.24548094,-0.1982006,-0.12237356,-0.15844989,0.03607633
cookinai/OrcaHermes-Mistral-70B-miqu,0.8339448,1.3683211,1.0134705,1.2795179,-0.26604736
cstr/phi-3-orpo-v9_16,0.06345659,-0.3103719,0.20271121,-0.26141608,0.4641273
csujeong/Falcon-7B-Fintued-Finance-Stock-E,-1.5676625,-1.8009846,-1.5136616,-1.6297042,0.116042614
databricks/dbrx-base,0.7520387,0.90087265,0.9272835,0.85042983,0.07685369
databricks/dbrx-instruct,0.57533723,0.76437384,0.74134636,0.7251326,0.016213775
davidkim205/Rhea-72b-v0.2,1.8331665,2.0461242,2.0649185,1.9016984,0.16322017
davidkim205/Rhea-72b-v0.3,1.7089365,1.932783,1.9341954,1.7976582,0.1365372
davidkim205/Rhea-72b-v0.4,1.7264518,2.0571196,1.9526262,1.9117914,0.040834785
davidkim205/Rhea-72b-v0.5,1.6841633,1.9867584,1.9081275,1.8472042,0.060923338
dddsaty/Merge_Sakura_Solar,-0.068515666,-0.025094273,0.063841164,0.0004507623,0.063390404
dddsaty/Open_Ko_SOLAR_DPO_Merge_v0.1,-0.9199948,-0.9563088,-0.83214223,-0.8543452,0.022202969
dddsaty/SOLAR-Instruct-ko-Adapter-Attach,-0.08198073,-0.030060576,0.04967232,-0.0041079903,0.05378031
dddsaty/SOLAR_Merge_Adapter_DPO_Orca,-0.41622755,-0.30801046,-0.3020446,-0.2592484,-0.042796195
ddobokki/Llama-2-70b-orca-200k,-0.12372087,0.20317742,0.005750546,0.20998974,-0.20423919
deepnight-research/llama-2-70B-inst,0.26259002,0.866924,0.41225275,0.8192671,-0.40701434
deepseek-ai/deepseek-coder-1.3b-instruct,-1.5425876,-1.747217,-1.4872762,-1.5803491,0.09307289
deepseek-ai/deepseek-coder-6.7b-base,-1.321055,-1.5647234,-1.2541647,-1.4128314,0.15866673
deepseek-ai/deepseek-coder-6.7b-instruct,-1.2534595,-1.5265045,-1.1830361,-1.3777488,0.19471276
deepseek-ai/deepseek-coder-7b-instruct-v1.5,-0.8853395,-1.128783,-0.79567564,-1.0126657,0.21699011
deepseek-ai/deepseek-llm-67b-base,0.39065245,0.664025,0.54700863,0.6330187,-0.08601004
deepseek-ai/deepseek-llm-67b-chat,0.36314327,0.77797085,0.51806164,0.73761374,-0.2195521
deepseek-ai/deepseek-llm-7b-chat,-1.0350864,-0.9763124,-0.95324934,-0.8727073,-0.08054203
deepseek-ai/deepseek-math-7b-base,-0.4043457,-0.98074996,-0.2895417,-0.8767807,0.587239
deepseek-ai/deepseek-math-7b-instruct,-0.48197886,-1.0101299,-0.37123254,-0.90374964,0.5325171
deepseek-ai/deepseek-math-7b-rl,-0.45457134,-0.9841334,-0.3423925,-0.8798865,0.537494
deepseek-ai/deepseek-moe-16b-base,-1.1726648,-1.2207266,-1.0980185,-1.0970641,-0.0009543896
defog/sqlcoder-34b-alpha,-0.8469578,-0.9490505,-0.7552878,-0.8476826,0.09239477
dfurman/HermesBagel-34B-v0.1,1.9475724,2.205969,2.1853042,2.048426,0.13687825
dfurman/Llama-3-70B-Orpo-v0.1,1.3737007,1.7762824,1.581438,1.6540005,-0.072562575
dfurman/Llama-3-8B-Orpo-v0.1,-0.1329076,-0.035799015,-0.0039163465,-0.009375514,0.005459168
dfurman/Mixtral-8x7B-peft-v0.1,0.0389302,0.10459997,0.17690289,0.119501874,0.057401016
dfurman/MoMoMerge-72B-v0.1,-1.8036187,-2.0530012,-1.7619505,-1.8610394,0.09908891
dfurman/llama-2-70b-dolphin-peft,-0.009880794,0.5211666,0.1255407,0.50188375,-0.37634304
dillfrescott/Nous-Hermes-2-SOLAR-10.7B-x2-MoE,-0.1791571,-0.027983338,-0.052583165,-0.0022012168,-0.050381947
dreamgen/opus-v1-34b,1.3423251,1.6682942,1.5484223,1.5548742,-0.006451845
dreamgen/opus-v1.2-llama-3-8b,-0.19124904,-0.043258,-0.065307125,-0.016222391,-0.049084734
dsvv-cair/alpaca-cleaned-llama-30b-bf16,-0.8238215,-0.6846762,-0.73094225,-0.60500365,-0.1259386
ehartford/CodeLlama-34b-Instruct-hf,-1.2888335,-1.4814595,-1.2202591,-1.3364004,0.11614132
ehartford/CodeLlama-34b-Python-hf,-1.4234966,-1.6317582,-1.3619605,-1.4743651,0.112404585
ehartford/Samantha-1.11-70b,-0.15422566,0.3599949,-0.026348641,0.35393825,-0.3802869
ehartford/Samantha-1.11-CodeLlama-34b,-0.8987138,-0.9751661,-0.80974895,-0.87165505,0.0619061
ehartford/Wizard-Vicuna-30B-Uncensored,-0.8105844,-0.6220617,-0.7170133,-0.54752755,-0.16948575
ehartford/WizardLM-1.0-Uncensored-CodeLlama-34b,-0.87154645,-0.9379228,-0.7811616,-0.837468,0.05630642
ehartford/WizardLM-30B-Uncensored,-0.8711242,-0.70955515,-0.7807173,-0.627841,-0.15287632
ehartford/WizardLM-33B-V1.0-Uncensored,-0.7948495,-0.5502796,-0.70045596,-0.48163614,-0.21881983
ehartford/based-30b,-0.81765527,-0.6670922,-0.72445375,-0.5888627,-0.13559103
ehartford/dolphin-2.2-70b,-0.008529362,0.5486148,0.12696277,0.5270794,-0.40011662
ehartford/dolphin-2.2-yi-34b-200k,-0.8510151,-0.915151,-0.7595572,-0.816565,0.05700779
ehartford/samantha-1.1-llama-33b,-0.80623317,-0.585962,-0.71243465,-0.5143903,-0.19804436
ehristoforu/Llama-3-4b-community,-1.6217171,-1.8963461,-1.5705415,-1.7172401,0.1466986
elinas/Llama-3-13B-Instruct,-0.29977012,-0.14036903,-0.17950027,-0.10536417,-0.07413609
elinas/Llama-3-13B-Instruct-ft,-0.2867409,-0.066787615,-0.16579005,-0.03782109,-0.12796897
elinas/Llama-3-15B-Instruct-ft-v2,-0.1292269,0.03466677,-4.3261123e-05,0.055307616,-0.055350877
elinas/Llama-3-15B-Instruct-zeroed,-0.062014442,0.13296218,0.07068218,0.14553659,-0.074854404
elinas/Llama-3-15B-Instruct-zeroed-ft,-0.120996624,0.06577679,0.0086171795,0.083864644,-0.07524747
elinas/Llama-3-8B-Ultra-Instruct,-0.06309123,0.12006935,0.06954911,0.13370179,-0.06415267
elinas/chronos-33b,-0.8578831,-0.78843105,-0.76678413,-0.70024407,-0.06654006
elinas/chronos007-70b,0.04133688,0.5065163,0.17943537,0.48843563,-0.30900025
ericzzz/falcon-rw-1b-chat,-1.7840087,-2.0160186,-1.7413156,-1.8270919,0.08577633
euclaise/falcon_1b_stage1,-1.7554724,-2.0122714,-1.7112877,-1.8236521,0.11236441
euclaise/falcon_1b_stage2,-1.7754707,-2.0494173,-1.7323314,-1.8577496,0.12541819
euclaise/falcon_1b_stage3,-1.6382427,-1.8840661,-1.5879308,-1.7059678,0.118036985
euclaise/falcon_1b_stage3_2,-1.7506948,-1.9916526,-1.7062604,-1.8047254,0.098464966
facebook/galactica-30b,-0.9898982,-1.271587,-0.9056993,-1.1437508,0.23805147
facebook/opt-30b,-1.6590044,-1.8598081,-1.6097777,-1.6837004,0.07392275
facebook/opt-iml-max-30b,-1.2974765,-1.3876454,-1.2293538,-1.250285,0.020931244
failspy/Llama-3-8B-Instruct-abliterated,-0.8445486,-0.8530926,-0.75275266,-0.7595993,0.0068466663
failspy/Meta-Llama-3-8B-Instruct-abliterated-v3,-0.12267359,-0.008155428,0.00685256,0.01599955,-0.00914699
failspy/llama-3-70B-Instruct-abliterated,1.8035879,1.9813725,2.033794,1.8422602,0.19153368
fblgit/LUNA-SOLARkrautLM-Instruct,-0.12770821,-0.122745216,0.0015547975,-0.08918663,0.090741426
fblgit/UNA-SOLAR-10.7B-Instruct-v1.0,-0.08596619,-0.047363304,0.04547855,-0.0199908,0.06546935
fblgit/UNA-SimpleSmaug-34b-v1beta,1.7562479,2.1013443,1.9839797,1.952387,0.031592727
fblgit/una-xaberius-34b-v1beta,2.077719,2.2233205,2.322253,2.0643532,0.25789976
freecs/Llama-3-7b,-1.6252449,-1.8665235,-1.5742536,-1.6898648,0.115611196
freecs/Tiny-Llama-3-7b,-1.614484,-1.8594776,-1.5629302,-1.6833972,0.12046695
g-ronimo/Meta-Llama-3-8B-Instruct-LessResistant,-0.15765023,-0.0091075925,-0.029952204,0.015125524,-0.045077726
gaodrew/gaodrew-llama-30b-instruct-2048-Open-Platypus-100steps,-0.64360076,-0.51453453,-0.5413019,-0.44882444,-0.09247747
garage-bAInd/Camel-Platypus2-70B,0.027968826,0.5788187,0.1653686,0.5548047,-0.38943607
garage-bAInd/Dolphin-Platypus2-70B,-0.04027267,0.54065293,0.09356034,0.5197709,-0.42621058
garage-bAInd/Platypus-30B,-0.45765525,-0.19837299,-0.3456376,-0.15860814,-0.18702945
garage-bAInd/Platypus2-70B,0.06704038,0.6367745,0.2064823,0.60800445,-0.40152216
garage-bAInd/Platypus2-70B-instruct,0.15151082,0.78974885,0.29536778,0.7484252,-0.4530574
gemmathon/gemma-2b-ko-dev-pbmt192,-1.5054518,-1.7872034,-1.4481993,-1.617054,0.16885471
gemmathon/gemma-2b-ko-v0,-1.7166475,-2.0559645,-1.6704336,-1.8637595,0.19332588
glenn2/gemma-2b-lora16b2,-1.3190501,-1.4625368,-1.2520549,-1.3190306,0.06697571
glenn2/gemma-2b-lora3,-1.3116204,-1.4614277,-1.244237,-1.3180125,0.07377553
google/codegemma-2b,-1.608621,-1.8495729,-1.5567609,-1.6743052,0.11754429
google/gemma-2b,-1.2318089,-1.3965933,-1.1602539,-1.2584987,0.098244786
google/gemma-2b-it,-1.4394163,-1.5040431,-1.3787123,-1.3571308,-0.02158153
google/recurrentgemma-2b,-1.3772126,-1.6458775,-1.3132575,-1.4873257,0.17406821
google/recurrentgemma-2b-it,-1.2571944,-1.4183267,-1.1869663,-1.2784486,0.09148228
gradientai/Llama-3-70B-Instruct-Gradient-262k,1.0039086,0.95042557,1.192318,0.8959163,0.29640168
gradientai/Llama-3-70B-Instruct-Gradient-524k,0.9486212,0.86885244,1.1341407,0.8210373,0.31310344
gradientai/Llama-3-8B-Instruct-1048k,-0.5304915,-0.49388564,-0.42228073,-0.42987007,0.00758934
gradientai/Llama-3-8B-Instruct-262k,-0.3229446,-0.17966974,-0.20388603,-0.14143974,-0.062446296
gradientai/Llama-3-8B-Instruct-Gradient-1048k,-0.4637805,-0.33269805,-0.352083,-0.28191006,-0.070172936
gradientai/Llama-3-8B-Instruct-Gradient-4194k,-0.5986031,-0.61513454,-0.4939524,-0.54116887,0.047216475
grimjim/Llama-3-Instruct-demi-merge-8B,-0.082165,0.09961779,0.049478415,0.11492854,-0.06545013
grimjim/llama-3-experiment-v1-9B,-0.17212594,-0.02105717,-0.045184508,0.004156567,-0.049341075
grimjim/llama-3-merge-avalon-8B,-0.051484898,0.04446962,0.081762075,0.06430602,0.017456055
grimjim/llama-3-merge-pp-instruct-8B,-0.082352065,0.07149752,0.049281575,0.08911592,-0.039834343
grimjim/llama-3-merge-virt-req-8B,-0.14664924,-0.05442136,-0.018376224,-0.02646965,0.008093426
hfl/chinese-mixtral,0.30683377,0.38744006,0.458809,0.37913117,0.07967782
hfl/chinese-mixtral-instruct,0.40078425,0.5649838,0.55767,0.5421051,0.0155649185
hfl/llama-3-chinese-8b,-0.33744523,-0.3393534,-0.21914455,-0.28801927,0.06887472
hfl/llama-3-chinese-8b-instruct,-0.44758648,-0.33582103,-0.33504254,-0.28477675,-0.05026579
hfl/llama-3-chinese-8b-instruct-v2,-0.13098553,-0.07718324,-0.0018938148,-0.047363617,0.045469802
hfl/llama-3-chinese-8b-instruct-v3,-0.049776353,0.08262996,0.08355992,0.099334784,-0.015774861
hjhj3168/Llama-3-8b-ortho-v2,-0.35735804,-0.25584853,-0.24009815,-0.21136704,-0.028731108
huggingface/llama-30b,-0.80518717,-0.60381943,-0.71133393,-0.5307823,-0.18055165
huggyllama/llama-30b,-0.78887266,-0.5943839,-0.6941667,-0.5221211,-0.17204565
ibivibiv/aegolius-acadicus-30b,-0.32937717,-0.10630692,-0.2106548,-0.07409731,-0.13655749
ibivibiv/aegolius-acadicus-34b-v3,-0.62123495,-0.38170353,-0.51776713,-0.326894,-0.19087315
ibivibiv/aegolius-acadicus-v1-30b,-0.3152803,-0.08633517,-0.1958211,-0.055764508,-0.1400566
ibivibiv/alpaca-dragon-72b-v1,1.623524,1.7980218,1.8443186,1.6739559,0.17036271
ibivibiv/llama-3-8b-instruct-alpaca-gpt-4,-0.21958187,-0.15899684,-0.095120825,-0.122463316,0.02734249
ibivibiv/megamarcoroni-120b,0.13115141,0.5922972,0.27394423,0.5671771,-0.2932329
ibivibiv/strix-rufipes-70b,-0.043396823,0.56591326,0.09027289,0.5429583,-0.45268542
invalid-coder/SOLAR-10.7B-Instruct-SOLARC-M-10.7B-slerp,-0.05981952,-0.013495873,0.07299183,0.0110973595,0.061894473
invalid-coder/Sakura-SOLAR-Instruct-CarbonVillain-en-10.7B-v2-slerp,-0.048370123,-0.009362266,0.08503965,0.014891747,0.0701479
investbrainsorg/BrokenLlama-3-8b,-0.2794729,-0.081636876,-0.15814216,-0.051451772,-0.10669039
itsliupeng/Mixtral-8x7B-v0.1-top3,0.49003166,0.5859284,0.6515821,0.5613309,0.09025121
jan-ai/Solar-10.7B-SLERP,-0.20033076,-0.039994832,-0.07486352,-0.013227008,-0.061636515
jilp00/Hermes-2-SOLAR-10.7B-Symbolic,-0.30001804,-0.11396073,-0.17976116,-0.081123024,-0.09863813
jilp00/Nous-Hermes-2-SOLAR-10.7B-v1.1,-0.21164703,-0.04032996,-0.08677126,-0.013534634,-0.07323662
jilp00/SOLAR-10.7B-tutored,-0.24625577,-0.03533575,-0.12318889,-0.008950265,-0.11423863
jingyeom/KoSoLAR-10.7B-v0.2_1.3_dedup_p,-0.32844976,-0.21054354,-0.2096789,-0.16977993,-0.039898977
jingyeom/KoSoLAR-10.7B-v0.2_1.4_dedup,-0.5108525,-0.49142042,-0.4016153,-0.42760715,0.025991857
jingyeom/SOLAR_KO_1.3_deup,-0.8581396,-0.84595543,-0.767054,-0.7530478,-0.014006197
jingyeom/freeze_KoSoLAR-10.7B-v0.2_1.4_dedup,-0.23961943,-0.19617851,-0.11620569,-0.15659374,0.040388048
jisukim8873/falcon-7B-case-0,-1.5128375,-1.7525576,-1.4559711,-1.5852513,0.12928021
jisukim8873/falcon-7B-case-1,-1.5427613,-1.7684615,-1.487459,-1.59985,0.112391114
jisukim8873/falcon-7B-case-2,-1.5242003,-1.7832195,-1.4679278,-1.613397,0.14546919
jisukim8873/falcon-7B-case-3,-1.5057739,-1.6896203,-1.4485383,-1.5274788,0.07894051
jisukim8873/falcon-7B-case-4,-1.5408182,-1.763002,-1.4854143,-1.5948386,0.10942435
jisukim8873/falcon-7B-case-5,-1.486475,-1.7112797,-1.4282306,-1.5473609,0.119130254
jisukim8873/falcon-7B-case-6,-1.5242293,-1.771754,-1.4679582,-1.6028724,0.13491416
jisukim8873/falcon-7B-case-8,-1.5046293,-1.7194495,-1.4473338,-1.5548602,0.10752642
jisukim8873/falcon-7B-case-c,-1.5577015,-1.7310344,-1.5031799,-1.5654944,0.06231451
jondurbin/airoboros-33b-2.1,-0.838476,-0.672737,-0.7463627,-0.59404427,-0.15231842
jondurbin/airoboros-33b-gpt4-1.2,-0.7217846,-0.48806146,-0.6235722,-0.42452383,-0.19904834
jondurbin/airoboros-33b-gpt4-1.3,-0.78308177,-0.5808639,-0.68807316,-0.50971055,-0.17836261
jondurbin/airoboros-33b-gpt4-1.4,-0.7222087,-0.54281104,-0.62401843,-0.47478044,-0.14923799
jondurbin/airoboros-33b-gpt4-2.0,-0.7736069,-0.60306275,-0.6781031,-0.5300877,-0.14801538
jondurbin/airoboros-33b-gpt4-m2.0,-0.8125067,-0.67425764,-0.71903604,-0.5954401,-0.12359595
jondurbin/airoboros-34b-3.2,1.0914993,1.3730787,1.2844867,1.2838851,0.0006015301
jondurbin/airoboros-34b-3.3,1.1162535,1.4317039,1.3105347,1.3376993,-0.027164578
jondurbin/airoboros-70b-3.3,1.7384101,1.6561054,1.9652096,1.5436857,0.42152393
jondurbin/airoboros-l2-70b-2.1,0.08493205,0.57880086,0.22530913,0.5547883,-0.32947916
jondurbin/airoboros-l2-70b-2.2.1,0.086247094,0.72277766,0.22669291,0.6869499,-0.460257
jondurbin/airoboros-l2-70b-3.1.2,0.11385804,0.6885367,0.255747,0.6555189,-0.3997719
jondurbin/airoboros-l2-70b-gpt4-1.4.1,0.13962984,0.7399073,0.28286582,0.70267385,-0.41980803
jondurbin/airoboros-l2-70b-gpt4-2.0,0.16775203,0.81173134,0.3124579,0.76860374,-0.45614585
jondurbin/airoboros-l2-70b-gpt4-m2.0,0.1492302,0.7967246,0.29296795,0.7548285,-0.46186057
jondurbin/bagel-34b-v0.2,1.6899197,2.0083804,1.9141847,1.867052,0.04713273
jondurbin/bagel-34b-v0.4,1.1234708,1.4262004,1.3181292,1.3326474,-0.014518261
jondurbin/bagel-34b-v0.5,1.3862267,1.6466699,1.5946186,1.5350244,0.059594154
jondurbin/bagel-dpo-34b-v0.2,1.7415073,2.0625463,1.9684687,1.9167727,0.051695943
jondurbin/bagel-dpo-34b-v0.5,1.4128934,1.6368668,1.6226791,1.5260259,0.09665322
jondurbin/nontoxic-bagel-34b-v0.2,1.6350067,1.8440117,1.8564016,1.7161717,0.14022982
jondurbin/spicyboros-70b-2.2,0.18715432,0.8327284,0.33287424,0.78787774,-0.4550035
joowon99/SOLAR-10.7B-ko_alpaca,-0.21976463,-0.1321717,-0.09531314,-0.09783955,0.00252641
jordiclive/Llama-2-70b-oasst-1-200,0.166395,0.6432416,0.3110299,0.61394083,-0.30291092
jrahn/llama-3-8b-claudstruct-v1,-0.23114257,-0.16750845,-0.10728576,-0.13027644,0.022990681
jsfs11/MixtureofMerges-MoE-4x7b-v10-mixtralv0.3,-0.46860045,-0.2873383,-0.35715485,-0.24027266,-0.11688219
jsk0214/Seagull-llama-3-8B-orpo-v0.4,-0.22875936,-0.15075245,-0.104778,-0.11489549,0.010117494
