model_name,theta,theta_3pl,beta_marginal,beta_partial_text,beta_partial_difficulty,beta_null_mean
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,-1.4066403,-2.5482717,-0.0797909965413267,-0.04796110853986309,-0.03389170667291857,-0.043529878283878
Tensoic/Gemma-2B-Samvaad,-1.5815625,-3.0263789,-0.050279255417172465,-0.03915003531519996,-0.027830564012708926,-0.030827365993260244
TheBloke/Airoboros-L2-70B-2.1-GPTQ,0.40840846,0.13768205,-0.10537615287887951,-0.058207317153302164,-0.034558492443732415,-0.1052391644581743
TheBloke/Chinese-Alpaca-33B-SuperHOT-8K-fp16,-1.9012041,-4.9609585,0.0037175540930749714,-0.008664049221922375,-0.010100198267517601,-0.004346544903598211
TheBloke/CodeLlama-34B-Instruct-fp16,-1.3864344,-2.5755286,-0.03172690169546529,0.005608871399268926,0.022912410750667807,-0.04275104400369686
TheBloke/CodeLlama-34B-Python-fp16,-1.5376965,-3.4704173,-0.0035137094534872216,0.023934686769670203,0.031957015851488926,-0.008308209626257744
TheBloke/GPlatty-30B-SuperHOT-8K-fp16,-1.853072,-4.081174,-0.027162436050419184,-0.033226691652330026,-0.031990752759828704,-0.00685538840629085
TheBloke/Genz-70b-GPTQ,0.62724257,0.32084292,-0.11492329582351753,-0.05850802903608865,-0.03483330732794152,-0.10936262103834778
TheBloke/Lemur-70B-Chat-v1-GPTQ,-0.16064548,-0.55413795,-0.10842408629981634,-0.04689900704615916,-0.016811452102278437,-0.09566435478359431
TheBloke/Llama-2-70B-chat-GPTQ,-0.32057616,-0.8097251,-0.09383100460516733,-0.06180131983693797,-0.0394452401834661,-0.09313925255250864
TheBloke/Llama-2-70B-fp16,0.45449767,0.27195626,-0.1111156728352648,-0.040558523551335976,-0.0040588262297959485,-0.1063110833532788
TheBloke/Mixtral-8x7B-v0.1-GPTQ,0.18905862,0.25369042,-0.11556639568508602,-0.04529653905181943,-0.016925538692791217,-0.10668412557389502
TheBloke/OpenAssistant-SFT-7-Llama-30B-HF,-0.6179032,-1.2475228,-0.09026802412655797,-0.03683174188522826,-0.007229523370282186,-0.08319604738688285
TheBloke/Platypus-30B-SuperHOT-8K-fp16,-1.92016,-4.149584,-0.024216919671829953,-0.0357204696243918,-0.0348922602731524,-0.005877560905473101
TheBloke/Platypus2-70B-Instruct-GPTQ,0.55102843,0.2944048,-0.11630486180222159,-0.05374383547166732,-0.02434856490372507,-0.11046196504293032
TheBloke/Poro-34B-GPTQ,-1.588387,-3.4424021,-0.03785268932160324,-0.03948184005703002,-0.030359025363000527,-0.019102131418581414
TheBloke/Vicuna-33B-1-3-SuperHOT-8K-fp16,-1.9143008,-4.4163322,-0.016917017144422293,-0.02805551354873167,-0.028564187773989932,0.0001933576024258629
TheBloke/Wizard-Vicuna-30B-Superhot-8K-fp16,-1.9683658,-4.1904974,-0.00831257285375714,-0.013761960749987907,-0.014587653480166657,-0.008006232198359458
TheBloke/Wizard-Vicuna-30B-Uncensored-GPTQ,-0.7479416,-1.4381096,-0.08173950719057743,-0.036250834372477475,-0.006763379478287337,-0.08051015842905289
TheBloke/Wizard-Vicuna-30B-Uncensored-fp16,-0.6565652,-1.3148341,-0.08438141263025548,-0.03433706119221807,-0.0033364977975106572,-0.08581272685306782
TheBloke/WizardLM-30B-GPTQ,-1.7965738,-5.195698,0.020518324142484626,0.03571377995425182,0.036330401671228585,0.0014617357871845413
TheBloke/WizardLM-30B-fp16,-0.5661856,-1.1450697,-0.10807603102558941,-0.06249920168520036,-0.03721576692857168,-0.09008136718313692
TheBloke/WizardLM-70B-V1.0-GPTQ,-0.25508016,-0.69657195,-0.07757086818909346,-0.03312250637846458,-0.0019714611457603034,-0.09346987019546556
TheBloke/airoboros-33B-gpt4-1-4-SuperHOT-8K-fp16,-1.9472758,-4.2957244,-0.04387125278949293,-0.035792542967947476,-0.03752638751985311,-0.003183641358100815
TheBloke/fiction.live-Kimiko-V2-70B-fp16,0.45685834,0.25311294,-0.11915940712041263,-0.04987607847926077,-0.018823700881973944,-0.11061550783248922
TheBloke/llama-2-70b-Guanaco-QLoRA-fp16,0.5577805,0.3085977,-0.09512331321472026,-0.03326216177583957,0.0028648449709053323,-0.10898073522658068
TheBloke/llama-30b-supercot-SuperHOT-8K-fp16,-1.9409086,-4.240403,-0.03300863008275413,-0.04873233383508939,-0.04887283784053839,-0.0032636094319769405
TheBloke/robin-33B-v2-GPTQ,-1.8460317,-5.8763437,0.003287772232903691,-0.016381713856676302,-0.018440749374341366,0.0036636860857132223
TheBloke/robin-33B-v2-fp16,-0.85477495,-1.5579085,-0.05646250428701551,-0.01755656719180779,0.010783123993144648,-0.07365377748609966
TheSkullery/llama-3-cat-8b-instruct,-0.4069243,-0.5169423,-0.10807561684276225,-0.056683561301179686,-0.02726043913980541,-0.10139494865338322
TheSkullery/llama-3-cat-8b-instruct-v1,-0.39159095,-0.4925839,-0.1094486670177257,-0.06145743679170346,-0.03405337318935511,-0.0974873544103719
TigerResearch/tigerbot-70b-chat-v4-4k,0.07983056,-0.2288811,-0.1055942023482875,-0.059146160176921925,-0.039011513063392636,-0.10260390972921751
TomGrc/FusionNet_SOLAR,-0.09758921,-0.25016585,-0.11853394385278093,-0.06027757130525731,-0.037553820887029965,-0.09930810020078128
TriadParty/deepmoney-34b-200k-base,1.1551611,1.0185165,-0.13605946863093826,-0.030972369993890685,0.010770795201369913,-0.10894907439117762
TsinghuaC3I/Llama-3-8B-UltraMedical,-0.1441238,-0.2634571,-0.12352165489088886,-0.07113337160204805,-0.05204213946214028,-0.10405544893153938
Undi95/Llama-3-8B-Instruct-OAS,-0.035501417,-0.10933918,-0.11163485702022027,-0.05886515978567814,-0.030708223556772548,-0.10666914722434515
Undi95/Llama-3-LewdPlay-8B,-0.015231474,-0.0838893,-0.11879036699985877,-0.06154008859691658,-0.03639900217546945,-0.10369072802878554
Undi95/Llama-3-LewdPlay-8B-evo,0.069531575,-0.045268655,-0.11911101598847514,-0.07055528572343361,-0.05261148967593762,-0.10282968416081788
Undi95/Llama-3-Unholy-8B,0.0059379498,-0.07945795,-0.11271235290092005,-0.05944715965597977,-0.031212427869806308,-0.10206542396967389
Undi95/Meta-Llama-3-8B-hf,-0.085961595,-0.23012345,-0.12051521834854739,-0.04253569282455082,-0.007376198558914981,-0.10707808771640993
Undi95/Miqu-70B-Alpaca-DPO,1.2015421,0.69817615,-0.11881466960115099,-0.06896418796687405,-0.05725376574589521,-0.10869167912503473
Undi95/Miqu-MS-70B,1.2023152,0.70193815,-0.11804121742991358,-0.06724113722782987,-0.05491244245699772,-0.10934404153102542
Undi95/Mixtral-4x7B-DPO-RPChat,-0.2963537,-0.58611965,-0.09835764053105579,-0.05244180282462117,-0.0257316936499563,-0.09696938186935489
Undi95/Mixtral-8x7B-MoE-RP-Story,-1.3172978,-2.3576567,-0.04412927336129994,-0.017663376256885875,-0.0014084338204099686,-0.04944055054003373
VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,0.08302082,0.033611752,-0.11123040333481982,-0.052345799720347266,-0.022076701237840418,-0.106576010711609
VAGOsolutions/SauerkrautLM-Gemma-2b,-1.2862816,-2.3097022,-0.08141412025468742,-0.05954095579490817,-0.04414797260016665,-0.04797720750326032
VAGOsolutions/SauerkrautLM-Mixtral-8x7B,-0.120905556,-0.12414766,-0.12404114225521927,-0.047957295672662534,-0.020265371161226904,-0.10344104674135453
VAGOsolutions/SauerkrautLM-Mixtral-8x7B-Instruct,0.4686227,0.37592134,-0.1058735274322645,-0.0357899725439801,-0.002925999763767132,-0.1070274330772519
VAGOsolutions/SauerkrautLM-SOLAR-Instruct,-0.015188964,-0.04864105,-0.11222050580400791,-0.056352837062780554,-0.030590795146832547,-0.10405799461642283
ValiantLabs/Esper-70b,-0.8288106,-1.3436781,-0.08419786819862615,-0.05559572490423679,-0.03339355990288388,-0.07726126290349658
ValiantLabs/Fireplace-34b,-1.1650169,-2.2107904,-0.041001552299882636,-0.05328987423639171,-0.03732588201708063,-0.05121935772348609
ValiantLabs/Llama3-70B-Fireplace,1.6487703,1.1394379,-0.12694613016139408,-0.03287119614615852,-0.0028043941238768116,-0.10410480297245497
Walmart-the-bag/Llama-3-LizardCoder-8B,0.025104156,-0.0821775,-0.10370069725907202,-0.053027952241987544,-0.021021555683613857,-0.10684409407938118
Walmart-the-bag/Solar-10.7B-Cato,-0.1009138,-0.13133658,-0.11223632605308526,-0.05400887947127078,-0.026794514468134845,-0.10983409327689168
Weyaxi/Bagel-Hermes-34B-Slerp,2.1106946,1.6160594,-0.13478714973874617,-0.03362831316143823,0.0008837686208297669,-0.11013809807843251
Weyaxi/HelpSteer-filtered-Solar-Instruct,-0.24527334,-0.3604456,-0.1170477954543686,-0.05902649035427144,-0.029237283201350744,-0.10169566327155974
Weyaxi/Nous-Hermes-2-SUS-Chat-34B-Linear,1.845543,1.4643286,-0.1376449699050567,-0.03334033762562512,0.005168113197664158,-0.11224528203806212
Weyaxi/Nous-Hermes-2-SUS-Chat-34B-Slerp,1.9069433,1.490453,-0.13744119706185676,-0.0363590895993906,-0.0009862678687650207,-0.10899573427787589
Weyaxi/Qwen-72B-Llama,0.688113,1.0438037,-0.1381944142243497,-0.040257853407624715,-0.014114313435612412,-0.11048240153391113
Weyaxi/SauerkrautLM-UNA-SOLAR-Instruct,-0.018453324,-0.013709465,-0.12161703282023502,-0.0624647447275381,-0.039440339793194744,-0.11007411846282275
Weyaxi/SauerkrautLM-UNA-SOLAR-Instruct-test,-0.019964142,-0.023252167,-0.12161703282023502,-0.0624647447275381,-0.039440339793194744,-0.11190846764117116
WhiteRabbitNeo/WhiteRabbitNeo-33B-v1,-1.395428,-2.4268432,-0.028429719251899386,-0.018900649923470878,3.202726534616254e-05,-0.0450121680452045
WizardLM/WizardCoder-Python-34B-V1.0,-1.094609,-1.8441823,-0.05364128150575893,-0.02388939879897695,0.0007422486048107451,-0.061069833317492814
WizardLM/WizardLM-70B-V1.0,-0.15681398,-0.42492902,-0.08542616009044335,-0.03800657997864786,-0.007324306112298791,-0.10297991192072403
Xwin-LM/Xwin-LM-70B-V0.1,0.47064388,0.23652473,-0.11338296090326845,-0.0530449204687346,-0.02741675053088693,-0.10782722711977084
Xwin-LM/Xwin-Math-70B-V1.0,0.0085259685,-0.40990394,-0.13715702186063022,-0.08205698565602833,-0.06518817787466265,-0.1056174118619069
Xwin-LM/XwinCoder-34B,-1.0802479,-1.8500191,-0.06419176074093602,-0.03406208171271795,-0.01290245146465735,-0.0620729991071835
YeungNLP/firefly-llama-30b,-0.6508061,-1.2595187,-0.10933065966321068,-0.06339256563461315,-0.038773565964552226,-0.08131876304472636
YeungNLP/firefly-mixtral-8x7b-v0.1,0.49859062,0.44317567,-0.11248915086178052,-0.039558656035147896,-0.003770855696823275,-0.11086833864461455
YeungNLP/firefly-mixtral-8x7b-v1,0.50004065,0.43286383,-0.11248915086178052,-0.039558656035147896,-0.003770855696823275,-0.10928081469137048
Yhyu13/oasst-rlhf-2-llama-30b-7k-steps-hf,-0.684795,-1.3527251,-0.059648083200295264,-0.025785821269110793,0.001651229493270439,-0.08322840629327122
Zangs3011/falcon_7b_DolphinCoder,-1.7878493,-4.0581765,-0.015871932434199265,-0.0065520981190599435,-0.0020219461256840605,-0.010093279289916718
Zangs3011/mixtral_8x7b_MonsterInstruct,0.23752539,0.34742147,-0.12075632232340146,-0.053788345158046494,-0.03037615821381659,-0.11260997819126722
Zardos/A.I.Kant-Test_Llama-3-8B-Instruct_v0.1.0,-0.37456378,-0.5330566,-0.10032406317266242,-0.04000431083087352,-0.009104652398183376,-0.1015638098977436
Zardos/A.I.Kant-Test_Llama-3-8B-Instruct_v0.1.1,-1.3631957,-2.8695264,-0.04015042390829756,-0.014920763423930266,-0.006355744848753913,-0.03143902251219874
Zardos/nil_Llama-3-8B-Instruct_v0.1.0,0.06904268,-0.050631464,-0.10729501051060861,-0.06318500222277121,-0.03958549206546077,-0.10333551298419905
Zardos/nil_Llama-3-8B-Instruct_v0.1.1,-0.061388746,-0.16167353,-0.1043391530476109,-0.04900762150631864,-0.014595980378035178,-0.10549605028747133
abacusai/Liberated-Qwen1.5-72B,1.5815896,1.1848735,-0.13064170834316788,-0.03819850141369103,-0.010320874265645296,-0.11156030503264701
abacusai/Llama-3-Giraffe-70B,1.3140717,0.9565485,-0.12894595455103885,-0.05040512732584088,-0.031790907810989213,-0.11693513477584838
abacusai/Llama-3-Giraffe-70B-Instruct,1.3726317,1.0607132,-0.11640144747889393,-0.026506680092770015,0.006656414572516635,-0.1086361411943205
abacusai/Llama-3-Smaug-8B,-0.16109428,-0.24861348,-0.12368707833433269,-0.06607908916421948,-0.04076899315706408,-0.10060355322312889
abacusai/MM-OV-bagel-DPO-34b-c1000-250,1.8960981,1.5095901,-0.12870445956112975,-0.03359767401322169,-0.00019434086130012447,-0.10713718876276579
abacusai/MM-Orc-Vic-bagel-34b-c1000,1.8417144,1.464894,-0.13361453913193339,-0.038418240592938094,-0.007850255968010894,-0.11183879234199016
abacusai/MetaMath-Bagel-DPO-34B,1.9484962,1.5180491,-0.1284760805571021,-0.03522924872741117,-0.004339617841485631,-0.10636134940203187
abacusai/MetaMath-bagel-34b-v0.2-c1500,1.3168472,0.9502892,-0.12147990065749122,-0.03768449852389948,-0.009343416335153834,-0.10945823793704139
abacusai/Smaug-2-72B,1.5900347,1.2051855,-0.12114950390375326,-0.03233715626085795,-0.005672279052182327,-0.10763829908669563
abacusai/Smaug-34B-v0.1,1.9966593,1.5863707,-0.1298604188740422,-0.03706330883590742,-0.00585977844458178,-0.10927818980911135
abacusai/Smaug-70B-v0.1,1.7233006,1.2304269,-0.11490788818003532,-0.02291915515239313,0.013365689691476067,-0.11244751864109026
abacusai/Smaug-72B-v0.1,1.725551,1.2294784,-0.11490788818003532,-0.02291915515239313,0.013365689691476067,-0.11035398367330054
abacusai/Smaug-Mixtral-v0.1,0.3804749,0.25324437,-0.12688656645329238,-0.059707350113261476,-0.036641992302229684,-0.1091058223313456
abacusai/Smaugv0.1,1.9927425,1.5868757,-0.1298604188740422,-0.03706330883590742,-0.00585977844458178,-0.10936383193107146
abhinand/Llama-3-OpenBioMed-8B-slerp-v0.3,-0.09349274,-0.22342801,-0.10938232039864308,-0.04565910899154376,-0.01185967015377762,-0.10011589003889626
abhinand/gemma-2b-it-tamil-v0.1-alpha,-1.3777574,-2.447538,-0.07140010863479722,-0.030116300811250947,-0.014441823877769704,-0.04721024092091558
abhinand/gemma-2b-tamil,-1.421978,-2.6127791,-0.06155449786113264,-0.03827541584871487,-0.025889138037339894,-0.033361056687233666
abhishek/autotrain-llama3-70b-orpo-v1,1.9110818,1.2865052,-0.11466981226667751,-0.02142502003273025,0.010499767565590385,-0.1138576646709103
abhishek/autotrain-llama3-70b-orpo-v2,1.912745,1.2660064,-0.11136958854493086,-0.02592076742820011,0.001668449527592366,-0.11236114832981703
abhishek/autotrain-mixtral-8x7b-orpo-v1,0.4678255,0.37982637,-0.10628885126737453,-0.03262097329487638,0.0045393228341190145,-0.10710388753427186
abhishek/autotrain-mixtral-8x7b-orpo-v2,0.33495915,0.27268142,-0.125057007369379,-0.05624298787188258,-0.03239795997182613,-0.11080857365067516
abhishek/autotrain-mixtral7x8b-math,-0.024189377,-0.20483834,-0.13806765050394434,-0.06971762747720243,-0.04669935648051981,-0.10153754589348074
abhishek/autotrain-xva0j-mixtral8x7b,-0.093023285,-0.08635549,-0.13357885330745775,-0.06802517028727553,-0.048241351518585884,-0.10755137369078373
abhishekchohan/SOLAR-10.7B-Instruct-Forest-DPO-v1,-0.021352435,-0.09101479,-0.12277696423546355,-0.06546381113789844,-0.04325307110501076,-0.10529391323686361
abideen/gemma-2b-openhermes,-1.4453595,-2.8391194,-0.08569405995333822,-0.06333771930298752,-0.051100232071352704,-0.03268433420831018
adamo1139/Yi-34B-200K-AEZAKMI-RAW-1701,1.5493246,1.2745949,-0.13283823634700692,-0.041152141919553256,-0.010899582660459307,-0.11246396932863147
adamo1139/Yi-34B-200K-AEZAKMI-RAW-2301,1.4778367,1.2257504,-0.12129265967310744,-0.02595996950228148,0.015997670850559195,-0.10703684368203795
adamo1139/Yi-34B-200K-AEZAKMI-RAW-2301-LoRA,1.4418892,1.2269244,-0.12642840750466414,-0.029447580743207833,0.01005091868443968,-0.10904348730389596
adamo1139/Yi-34B-200K-AEZAKMI-RAW-2901,1.1304129,1.0762086,-0.12552463688408988,-0.022987883625407247,0.020878357773282646,-0.10901374821395833
adamo1139/Yi-34B-200K-AEZAKMI-XLCTX-v3,1.2574488,1.1271279,-0.11821188232565233,-0.018545298751158498,0.028625546036841195,-0.11142368478549491
adamo1139/Yi-34B-200K-AEZAKMI-v2,1.5893276,1.3005621,-0.13985484400723558,-0.05013322782234167,-0.02665331545304369,-0.11180668962559856
adamo1139/Yi-34B-200K-HESOYAM-0905,1.5344206,1.234164,-0.13903841266095285,-0.04156098842856425,-0.009843068270088141,-0.1069625216170703
adamo1139/Yi-34B-200K-rawrr1-LORA-DPO-experimental-r3,1.6216551,1.3431395,-0.14562521648208876,-0.051357456962649636,-0.02604800344692396,-0.10945701317077065
adamo1139/Yi-34B-AEZAKMI-v1,1.1314367,1.0112019,-0.11786599917242548,-0.028773538667803737,0.01014622575385469,-0.10437960251450253
adamo1139/Yi-34b-200K-rawrr-v2-run-0902-LoRA,1.5283624,1.3020234,-0.13194960761401608,-0.03521726097764742,0.000895113604968964,-0.10930591909488031
adamo1139/yi-34b-200k-rawrr-dpo-1,1.6621267,1.3650236,-0.148050416982771,-0.04780996145922606,-0.01986953562695352,-0.11070988121035127
adamo1139/yi-34b-200k-rawrr-dpo-2,1.6424211,1.3485751,-0.14542137055106652,-0.04425593826485198,-0.012912523327372067,-0.1087976134132902
ajibawa-2023/Code-Llama-3-8B,-1.0845516,-1.8243389,-0.08516861716255933,-0.07327219426190225,-0.056962476893717924,-0.065465006472724
ajibawa-2023/Python-Code-33B,-0.8617085,-1.547934,-0.08118219302391606,-0.043674441257195204,-0.019368781885341642,-0.07399739697298642
ajibawa-2023/Scarlett-Llama-3-8B,-0.07183162,-0.21003447,-0.1200631746435268,-0.03547735550126608,0.0032505498953612514,-0.10471984365412777
ajibawa-2023/Scarlett-Llama-3-8B-v1.0,-0.084668495,-0.23097408,-0.11243392428737341,-0.038988047272599705,-0.003545276824788686,-0.1051947112960401
ajibawa-2023/SlimOrca-Llama-3-8B,-0.9365765,-1.6073081,-0.06993211471487149,-0.042857852402773074,-0.02046061728324256,-0.06871999989649982
ajibawa-2023/Uncensored-Frank-33B,-0.68725276,-1.3290547,-0.09402004215139192,-0.04002293899613844,-0.011782909154648942,-0.08286380870970154
ajibawa-2023/Uncensored-Frank-Llama-3-8B,-0.37296113,-0.58852774,-0.12930160412730685,-0.07444300102304957,-0.052871249320962446,-0.0962497988655676
alchemonaut/BoreanGale-70B,1.1126549,0.7003192,-0.0930323113553892,-0.05021309927301017,-0.029853856695690052,-0.11022772577533264
alchemonaut/QuartetAnemoi-70B-t0.0001,1.208416,0.73460305,-0.1184717069685988,-0.07076831280288554,-0.05991378931255962,-0.11082585495371229
allenai/tulu-2-dpo-70b,0.48587877,0.2060322,-0.12260162813954296,-0.07270630420411552,-0.05610873468275686,-0.10523614722894209
aloobun/Cypher-Laser-Mixtral-2x1.8B-v0.1,-1.6098974,-3.6255147,-0.04006010230987808,-0.022513058587616236,-0.017199909555985896,-0.01443912845859585
aloobun/Cypher-Mixtral-2x1.8B-v0.1,-1.6096512,-3.6408346,-0.01892522422604998,-0.00904105387852624,-0.0034789014497440484,-0.012831856463318539
aloobun/falcon-1b-cot-t2,-1.9712473,-4.1686316,-0.026359173134731146,-0.02867172448810651,-0.029393611832042338,-0.003603392514196266
altomek/CodeRosa-70B-AB1,-0.5859664,-0.97819513,-0.08410869412123984,-0.05165389653293921,-0.023368214953142175,-0.09638470238166619
alykassem/ds_diasum_md_mixtral,0.19770962,0.14301632,-0.11471461576097207,-0.03503277450646134,0.0010608118953085548,-0.11273522510880588
anakin87/gemma-2b-orpo,-1.4000366,-2.6336179,-0.05477541304528867,-0.032033120633435816,-0.020252295006040852,-0.03737159056955043
andrijdavid/Meta-Llama-3-13B-Instruct,-0.68309987,-1.0355889,-0.10691819574422591,-0.06008549216276968,-0.03806680117377391,-0.08591628002146683
andysalerno/cloudymixtral7Bx2-nectar-0.2,-0.15582317,-0.46038568,-0.10828908848122597,-0.03675873443663499,-0.0010944303639505255,-0.0998496204189009
ariellee/SuperPlatty-30B,-0.4135403,-0.7927073,-0.10526379268589152,-0.06235358248813532,-0.03981297370074591,-0.09673552635654031
arvindanand/Deepseek-Wizard-33B-slerp,-1.432335,-2.5338047,-0.04048494535834956,0.0017630894612126662,0.019251568952723248,-0.039436605655171535
arvindanand/ValidateAI-2-33B-AT,-1.3031914,-2.2732263,-0.03534192948556333,-0.0075624908534016756,0.01689118270173233,-0.05121115082541902
arvindanand/ValidateAI-3-33B-Ties,-1.2943096,-2.2114456,-0.03921122812788625,-0.024701536288049913,-0.0036585644037956722,-0.05627541637754113
arvindanand/ValidateAI-33B-slerp,-1.3600873,-2.435206,-0.02810125966923827,-0.002874248195651618,0.016164850098100834,-0.03715325791155795
ausboss/llama-30b-supercot,-0.7583873,-1.4141647,-0.07919528084953469,-0.036053774547710596,-0.007240754833798398,-0.08300099589378962
azarafrooz/gemma-2b-it-nlai-p1,-1.445541,-2.8426645,-0.08777358985653166,-0.0654245703821763,-0.052966688127821064,-0.03281072586145267
azarafrooz/gemma-2b-it-nlai-v0,-1.4469366,-2.8473034,-0.08617913586445142,-0.06553999022772584,-0.05300241577020099,-0.03692472586230603
azarafrooz/gemma-2b-it-sp-test,-1.4442838,-2.83551,-0.08384900436737058,-0.06285286684873673,-0.05052845662130755,-0.03152226670177178
azarafrooz/gemma-2b-it-sp-test-openherms-step500,-1.4521822,-2.8671567,-0.08384900436737058,-0.06285286684873673,-0.05052845662130755,-0.02961393908949438
azarafrooz/gemma-2b-it-sp-test1,-1.4508466,-2.8510413,-0.08384900436737058,-0.06285286684873673,-0.05052845662130755,-0.03335544888467568
azarafrooz/gemma-2b-nlaf-v0,-1.4487256,-2.8639088,-0.08836840409397799,-0.0649432149623387,-0.05280034228033183,-0.03366533275509781
azharsultan/Meta-Llama-3-8B-orpo,-0.097562686,-0.25237924,-0.10542204486848557,-0.03404279941823922,0.007025330412787723,-0.10295679364848949
bharadwajswarna/gemma-2b-sft-telugu,-1.5532147,-4.7123466,-0.01915379787252384,-0.00043184634906396556,0.0054957465735465194,-0.0002552128678650299
bhavinjawade/SOLAR-10B-Nector-DPO-Jawade,-0.037101537,-0.074354984,-0.11738351226348269,-0.05556750541684636,-0.02865606928950348,-0.10658219091091359
bhavinjawade/SOLAR-10B-OrcaDPO-Jawade,-0.013747772,-0.08259946,-0.12194683235691145,-0.07192175861881796,-0.05330731572309665,-0.10304408458345272
bhenrym14/airoboros-33b-gpt4-1.4.1-lxctx-PI-16384-fp16,-1.891057,-4.8205605,-0.004806566880547928,-0.007965415744391923,-0.008769085012395731,-0.00048007136466601276
binbi/Ein-72B-v0.1,1.7289349,1.209235,-0.12007367168106887,-0.022332017890100208,0.01448927110389882,-0.11518474649147101
binbi/MoMo-70B-V1.2_1,0.60131043,0.31725743,-0.11913356518870939,-0.057205057568512026,-0.028820367310957978,-0.10858447595299354
binbi/SF-72B-V1,-1.9767526,-4.1960015,-0.03139087525808125,-0.02802476829978802,-0.028937170007151757,-0.0030553311893382097
binbi/SF-72B-V1.8.6-V1.2,-1.9625103,-4.1667657,-0.03139087525808125,-0.02802476829978802,-0.028937170007151757,-0.0019138488336024903
birgermoell/llama-3-merge-disco-neural-pace,-0.1976516,-0.39608952,-0.11376815539761423,-0.041206068551561656,-0.006811266887724793,-0.10064751827841074
birgermoell/llama-3-open-hermes-disco,-0.13505878,-0.2238364,-0.11729397659299226,-0.04336378444754225,-0.010787771265424552,-0.1067241509239936
bn22/Nous-Hermes-2-SOLAR-10.7B-MISALIGNED,-0.048475225,-0.19408852,-0.11420991795892455,-0.0482012568070322,-0.018028881000070572,-0.10246042301953608
bongchoi/MoMo-70B-LoRA-V1.1,0.046316013,-0.39796773,-0.10413390929977547,-0.05694283854767124,-0.035113725884881694,-0.09864374039095644
bongchoi/test-llama2-70b,0.48207,0.30504778,-0.1111156728352648,-0.040558523551335976,-0.0040588262297959485,-0.1103472361497318
brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties,1.6423537,1.2955189,-0.12100458217502524,-0.023397502504259118,0.017822686889713463,-0.1077487865678155
brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-ExtremeDensity,2.1685777,1.6730732,-0.12867187349440468,-0.029854974614620104,0.007780666906213724,-0.10560231222142377
brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-HighDensity,2.0906925,1.6423813,-0.12538721686690069,-0.03244540245117958,0.0028092221461030464,-0.1081804866656911
brucethemoose/CapyTessBorosYi-34B-200K-DARE-Ties,1.8150845,1.4483104,-0.129772375411836,-0.03051300092878262,0.006514754378887704,-0.10977754979301396
brucethemoose/Yi-34B-200K-DARE-megamerge-v8,2.0943062,1.6151524,-0.14020703756121614,-0.03908530581182461,-0.006570562781003424,-0.10624579472874766
brucethemoose/Yi-34B-200K-DARE-merge-v5,2.1161578,1.6269032,-0.13930209664015306,-0.0351981367890222,0.0011567493352165979,-0.09982169005426228
brucethemoose/Yi-34B-200K-DARE-merge-v7,2.0910213,1.6350917,-0.13856762633018363,-0.032008664844088076,0.007661650600125763,-0.11035976146289381
budecosystem/code-millenials-34b,-1.087217,-1.8764989,-0.05748768043923697,-0.018926665181371406,0.004197098659361178,-0.0668606792744853
bunkalab/Phi-3-mini-128k-instruct-LinearBunkaScore-4.6k-DPO,0.19826603,0.28665364,-0.11711095631064618,-0.04830367369628033,-0.02269146534921798,-0.10551599924255649
bunnycore/Blackbird-Llama-3-8B,-0.29175454,-0.5810523,-0.09376157964416723,-0.01798855929367598,0.019570257695449178,-0.09745949931532723
camel-ai/CAMEL-33B-Combined-Data,-0.6050468,-1.2270716,-0.09404056260005451,-0.050730426118012276,-0.02309245849788696,-0.08833648279817076
chargoddard/MelangeA-70b,0.6116898,0.33723193,-0.1087122745135818,-0.04513476200342508,-0.013349696506808003,-0.11218756036703975
chargoddard/MelangeB-70b,0.6010428,0.30745912,-0.11664659770664212,-0.03646930165449204,0.00508522564816171,-0.10981530565260186
chargoddard/MelangeC-70b,0.6077755,0.3047928,-0.10897809865744312,-0.03681390030012532,0.004769518642039203,-0.10611970576451074
chargoddard/MixtralRPChat-ZLoss,0.37416244,0.41547582,-0.12269240794592398,-0.029811842494063923,0.013893769326456237,-0.10989985672183544
chargoddard/llama-2-34b-uncode,-1.4330459,-2.6333926,-0.04284449405431444,-0.025689734933893708,-0.010881745127995456,-0.03820757061470531
chargoddard/mixtralmerge-8x7B-rebalanced-test,0.33953574,0.32678494,-0.12318471351165093,-0.04956726403473034,-0.020171434127146694,-0.11017102390056782
chihoonlee10/T3Q-ko-solar-dpo-v6.0,-0.3249742,-0.60835266,-0.08419336721288291,-0.03988243865443013,-0.012793063891802082,-0.09868392367167028
chlee10/T3Q-Platypus-SOLAR,-0.9124632,-1.5845536,-0.0733239017994207,-0.015435002410053482,0.009510829142231416,-0.0740555357300284
chlee10/T3Q-platypus-SOLAR-10.7B-v1.0,-0.47178075,-0.68765926,-0.10386947939736368,-0.05394585236974309,-0.0276228947776744,-0.09777004817290968
chujiezheng/tulu-2-dpo-70b-ExPO,0.45761588,0.17139798,-0.12142329788756867,-0.06713594107921052,-0.0478528889000327,-0.1088289859305512
