corpus,criterion,criterion_alt,WSCG_Nodes,WSCG_Depth,word_count
MATH,4,,14,2.5,28
MATH,5,,25,6.0,47
MATH,1,,11,2.5,6
MATH,2,,7,2.0,15
MATH,3,,10,2.5,15
MATH,5,,36,3.5,70
MATH,5,,14,5.0,17
MATH,2,,17,4.0,21
MATH,1,,11,6.0,10
MATH,3,,8,1.0,10
MATH,5,,19,6.5,33
MATH,4,,15,2.5,20
MATH,5,,6,0.5,11
MATH,4,,21,3.0,28
MATH,4,,79,14.5,36
MATH,4,,13,5.5,17
MATH,2,,13,3.5,29
MATH,3,,9,2.0,11
MATH,2,,3,2.0,4
MATH,5,,12,3.0,13
MATH,4,,17,4.0,18
MATH,3,,7,2.0,8
MATH,2,,13,2.0,23
MATH,5,,25,5.0,29
MATH,2,,15,3.0,7
MATH,1,,8,3.0,17
MATH,5,,24,5.0,41
MATH,5,,12,1.0,16
MATH,3,,14,7.0,22
MATH,3,,10,1.0,17
MATH,1,,14,0.5,12
MATH,4,,13,6.5,25
MATH,4,,12,4.0,22
MATH,4,,26,8.0,29
MATH,3,,9,3.5,20
MATH,2,,23,8.0,27
MATH,3,,22,4.0,49
MATH,4,,15,6.5,16
MATH,5,,13,3.0,18
MATH,4,,21,16.0,23
MATH,3,,8,6.0,2
MATH,4,,9,9.0,10
MATH,4,,11,3.0,6
MATH,3,,10,4.0,11
MATH,2,,137,27.5,92
MATH,5,,17,5.0,15
MATH,5,,19,7.5,34
MATH,4,,16,2.0,25
MATH,3,,6,1.0,14
MATH,2,,9,4.0,10
MATH,4,,17,7.0,31
MATH,2,,17,5.0,26
MATH,5,,27,16.0,25
MATH,5,,21,5.5,31
MATH,5,,19,4.0,20
MATH,1,,11,4.0,10
MATH,3,,28,5.0,17
MATH,2,,12,1.5,24
MATH,4,,15,4.0,23
MATH,4,,31,7.0,39
MATH,5,,24,10.0,23
MATH,3,,19,7.0,18
MATH,4,,6,4.0,12
MATH,2,,19,2.0,38
MATH,5,,17,4.0,38
MATH,5,,23,4.0,31
MATH,3,,20,6.0,18
MATH,4,,13,5.0,8
MATH,1,,14,2.5,20
MATH,5,,12,3.0,26
MATH,2,,27,3.5,51
MATH,5,,4,0.5,5
MATH,5,,15,2.0,31
MATH,4,,22,10.0,22
MATH,3,,16,4.0,24
MATH,1,,19,6.0,17
MATH,5,,21,5.0,36
MATH,3,,24,9.5,36
MATH,2,,10,2.0,12
MATH,5,,12,3.0,19
MATH,2,,19,6.0,18
MATH,3,,13,5.0,23
MATH,2,,4,2.0,2
MATH,1,,13,10.0,12
MATH,5,,15,2.0,28
MATH,5,,31,4.0,64
MATH,4,,16,9.5,30
MATH,2,,16,6.0,19
MATH,1,,8,4.0,10
MATH,5,,16,1.5,28
MATH,5,,24,9.5,17
MATH,3,,13,4.0,14
MATH,3,,24,8.0,18
MATH,1,,7,3.0,9
MATH,3,,19,5.0,26
MATH,2,,17,4.0,31
MATH,4,,36,11.0,19
MATH,4,,12,4.5,8
MATH,4,,34,7.5,13
MATH,3,,7,4.0,4
MATH,3,,13,5.0,18
MATH,4,,18,8.0,20
MATH,3,,13,3.0,9
MATH,2,,16,4.5,14
MATH,2,,9,4.0,10
MATH,4,,22,7.5,25
MATH,4,,20,7.5,31
MATH,4,,36,12.5,22
MATH,1,,6,2.0,2
MATH,3,,14,2.5,19
MATH,5,,12,2.0,32
MATH,1,,16,3.0,30
MATH,1,,19,10.0,26
MATH,2,,14,10.0,15
MATH,1,,5,3.0,9
MATH,5,,11,6.0,8
MATH,2,,4,2.0,4
MATH,4,,44,7.5,63
MATH,2,,11,11.0,12
MATH,3,,3,3.0,3
MATH,5,,16,6.0,35
MATH,4,,16,8.0,12
MATH,3,,19,4.0,43
MATH,3,,17,6.0,12
MATH,3,,41,7.5,47
MATH,4,,15,3.0,28
MATH,5,,26,11.5,29
MATH,5,,19,6.5,12
MATH,2,,8,3.0,5
MATH,2,,20,3.0,21
MATH,1,,20,3.5,54
MATH,5,,24,3.0,28
MATH,3,,31,8.5,21
MATH,5,,23,6.5,43
MATH,1,,11,3.0,16
MATH,3,,19,4.0,33
MATH,3,,41,14.0,53
MATH,5,,20,3.0,39
MATH,5,,11,3.5,20
MATH,4,,22,4.0,24
MATH,2,,19,5.5,25
MATH,4,,7,2.0,11
MATH,5,,15,3.5,31
MATH,5,,14,6.0,22
MATH,4,,31,8.0,51
MATH,2,,8,2.0,13
MATH,4,,27,4.5,43
MATH,3,,14,7.0,29
MATH,1,,13,7.0,5
MATH,3,,34,9.0,20
MATH,4,,14,4.0,20
MATH,4,,6,2.0,3
MATH,3,,19,3.0,39
MATH,5,,20,2.0,34
MATH,3,,11,2.0,9
MATH,2,,18,1.0,34
MATH,4,,23,3.5,31
MATH,3,,13,7.0,4
MATH,5,,28,5.5,29
MATH,3,,23,8.0,44
MATH,5,,18,7.0,20
MATH,5,,20,4.0,23
MATH,3,,33,8.5,51
MATH,1,,14,3.0,28
MATH,5,,24,4.5,45
MATH,2,,17,4.5,40
MATH,3,,8,5.0,6
MATH,5,,28,7.0,27
MATH,3,,19,6.0,6
MATH,5,,32,14.5,26
MATH,2,,15,2.0,28
MATH,4,,17,3.0,50
MATH,4,,18,3.0,17
MATH,5,,22,8.0,35
MATH,4,,19,7.5,6
MATH,1,,13,2.5,12
MATH,4,,9,4.0,4
MATH,1,,5,2.0,4
MATH,3,,19,6.0,24
MATH,3,,10,6.0,10
MATH,2,,7,3.5,13
MATH,4,,19,5.0,49
MATH,3,,12,2.0,14
MATH,3,,14,4.5,18
MATH,4,,18,3.0,18
MATH,5,,2,4.0,3
MATH,2,,10,3.5,20
MATH,2,,19,8.0,19
MATH,2,,10,0.5,16
MATH,4,,21,3.0,31
MATH,4,,32,5.0,48
MATH,1,,20,3.0,21
MATH,4,,15,3.0,21
MATH,1,,9,3.5,16
MATH,2,,11,5.0,14
MATH,5,,7,7.0,7
MATH,3,,5,0.5,11
MATH,2,,4,4.0,5
MATH,2,,4,0.5,6
MATH,3,,14,5.5,9
MATH,1,,15,6.0,14
MATH,2,,7,0.5,9
MATH,1,,9,0.5,10
MATH,3,,18,5.0,17
MATH,1,,8,1.0,7
MATH,2,,6,2.0,2
MATH,3,,4,4.5,6
MATH,3,,3,3.0,4
MATH,1,,11,3.0,20
MATH,5,,13,6.0,18
MATH,3,,7,2.0,10
MATH,3,,10,1.5,9
MATH,5,,21,3.0,29
MATH,4,,37,5.5,65
MATH,4,,32,5.5,58
MATH,5,,32,5.5,19
MATH,3,,21,4.0,26
MATH,2,,7,4.0,13
MATH,4,,20,9.0,25
MATH,3,,4,3.0,9
MATH,3,,13,2.5,26
MATH,5,,21,3.0,44
MATH,5,,19,3.0,48
MATH,3,,6,5.0,6
MATH,5,,40,16.5,19
MATH,1,,20,3.5,27
MATH,1,,15,5.5,26
MATH,3,,9,2.0,7
MATH,4,,15,7.0,13
MATH,4,,32,7.5,61
MATH,5,,15,4.0,24
MATH,3,,16,6.0,9
MATH,2,,38,8.0,19
MATH,4,,11,2.0,4
MATH,2,,4,3.0,3
MATH,4,,12,5.0,16
MATH,5,,9,4.0,17
MATH,2,,24,3.0,47
MATH,4,,23,4.0,31
MATH,2,,4,2.0,2
MATH,4,,15,2.0,23
MATH,3,,5,5.0,8
MATH,3,,19,9.0,23
MATH,5,,13,3.0,23
MATH,2,,19,5.5,27
MATH,4,,15,4.5,28
MATH,1,,19,6.0,27
MATH,5,,15,2.0,25
MATH,1,,12,2.5,9
MATH,2,,18,3.0,21
MATH,4,,18,6.0,22
MATH,4,,289,28.0,184
MATH,5,,18,7.0,19
MATH,1,,13,4.5,10
MATH,5,,14,3.5,22
MATH,4,,16,6.0,31
MATH,5,,51,9.5,49
MATH,2,,19,4.5,40
MATH,4,,17,6.0,22
MATH,4,,16,5.0,21
MATH,1,,7,2.0,5
MATH,4,,15,3.0,22
MATH,3,,29,4.5,42
MATH,2,,8,2.5,17
MATH,3,,17,6.0,15
MATH,4,,9,3.5,15
MATH,5,,31,6.0,64
MATH,3,,31,4.0,64
MATH,5,,48,8.0,87
MATH,1,,2,4.0,2
MATH,5,,14,1.0,14
MATH,4,,14,5.5,7
MATH,2,,16,4.5,20
MATH,5,,20,2.0,28
MATH,2,,8,4.0,16
MATH,1,,15,2.5,11
MATH,2,,4,0.5,5
MATH,4,,9,2.0,14
MATH,2,,15,3.0,18
MATH,4,,12,3.0,16
MATH,4,,15,4.0,10
MATH,3,,12,4.0,19
MATH,5,,20,3.0,49
MATH,5,,23,4.0,33
MATH,4,,10,3.0,2
MATH,3,,31,2.5,59
MATH,5,,19,4.0,22
MATH,4,,16,7.0,19
MATH,5,,13,4.5,16
MATH,3,,3,0.5,5
MATH,3,,12,4.0,21
MATH,5,,17,5.0,16
MATH,4,,14,6.5,24
MATH,4,,23,5.0,34
MATH,1,,12,2.5,21
MATH,2,,10,5.5,4
MATH,4,,24,10.0,21
MATH,5,,12,2.0,22
MATH,3,,12,3.5,26
MATH,5,,15,7.5,26
MATH,4,,23,2.5,36
MATH,2,,14,2.0,18
MATH,1,,5,2.0,4
MATH,5,,23,8.0,34
MATH,1,,3,1.5,6
MATH,3,,30,4.5,50
MATH,3,,22,10.0,25
MATH,1,,8,1.0,7
MATH,3,,11,4.0,4
MATH,3,,7,3.0,2
MATH,5,,17,6.0,20
MATH,1,,7,0.5,5
MATH,2,,21,5.0,25
MATH,5,,63,20.0,35
MATH,4,,24,9.5,19
MATH,4,,15,4.0,20
MATH,1,,24,5.0,45
MATH,3,,10,6.0,9
MATH,4,,9,4.0,10
MATH,1,,6,4.0,9
MATH,4,,18,7.0,16
MATH,5,,15,2.0,27
MATH,4,,13,3.5,20
MATH,5,,13,3.0,6
MATH,5,,27,9.0,31
MATH,5,,24,2.5,44
MATH,4,,30,7.5,35
MATH,3,,22,8.0,18
MATH,1,,8,2.0,4
MATH,5,,28,5.5,41
MATH,4,,12,2.5,16
MATH,4,,20,8.5,21
MATH,5,,16,4.0,22
MATH,5,,34,11.5,46
MATH,4,,14,7.5,33
MATH,2,,11,5.0,11
MATH,4,,11,4.0,9
MATH,3,,16,4.0,18
MATH,4,,16,4.0,10
MATH,4,,8,1.5,16
MATH,2,,23,19.0,20
MATH,3,,14,8.5,25
MATH,1,,17,6.5,21
MATH,4,,22,4.5,38
MATH,5,,12,2.0,20
MATH,5,,248,27.5,171
MATH,4,,21,9.5,20
MATH,1,,18,2.0,30
MATH,1,,3,3.0,8
MATH,1,,15,4.0,38
MATH,5,,9,5.0,6
MATH,5,,34,8.0,35
MATH,3,,8,2.0,9
MATH,2,,24,4.5,16
MATH,4,,24,11.0,28
MATH,5,,13,1.0,20
MATH,2,,24,9.0,20
MATH,5,,25,3.5,47
MATH,3,,26,5.0,40
MATH,3,,11,6.0,17
MATH,3,,11,2.0,7
MATH,2,,15,1.5,28
MATH,4,,10,4.0,14
MATH,3,,26,6.5,31
MATH,3,,6,3.0,5
MATH,2,,10,3.5,21
MATH,1,,13,4.0,16
MATH,3,,6,1.0,2
MATH,4,,12,4.0,13
MATH,2,,10,3.5,7
MATH,4,,23,2.5,39
MATH,5,,22,3.0,20
MATH,3,,15,6.0,21
MATH,1,,12,2.5,18
MATH,1,,11,1.5,27
MATH,3,,10,2.0,14
MATH,5,,15,5.0,22
MATH,3,,13,5.0,21
MATH,4,,13,6.0,17
MATH,5,,8,4.0,9
MATH,5,,15,5.0,22
MATH,3,,20,6.5,7
MATH,3,,8,0.5,15
MATH,2,,21,8.5,26
MATH,4,,17,3.5,28
MATH,3,,16,5.0,9
MATH,2,,37,9.0,32
MATH,4,,21,4.0,23
MATH,5,,14,5.0,13
MATH,5,,12,3.5,16
MATH,3,,14,4.0,6
MATH,5,,64,4.5,136
MATH,4,,19,4.5,13
MATH,1,,10,2.0,10
MATH,3,,14,7.5,11
MATH,1,,11,6.0,8
MATH,3,,14,7.5,4
MATH,1,,7,2.0,4
MATH,4,,42,18.0,33
MATH,3,,4,3.0,3
MATH,5,,23,6.5,20
MATH,4,,19,2.0,11
MATH,4,,27,3.5,55
MATH,3,,18,4.0,22
MATH,2,,24,8.0,31
MATH,3,,9,5.0,16
MATH,4,,22,4.0,26
MATH,5,,17,3.0,40
MATH,1,,23,3.5,37
MATH,4,,5,3.5,2
MATH,3,,33,9.0,44
MATH,4,,15,4.0,24
MATH,3,,13,3.0,24
MATH,4,,13,2.0,14
MATH,3,,14,7.0,17
MATH,4,,19,8.0,19
MATH,4,,9,5.0,6
MATH,5,,32,5.0,49
MATH,5,,34,6.0,47
MATH,3,,8,2.0,21
MATH,3,,20,3.0,36
MATH,5,,12,3.5,20
MATH,1,,14,6.0,16
MATH,4,,9,2.0,14
MATH,4,,19,6.0,12
MATH,5,,42,16.5,46
MATH,5,,27,6.5,31
MATH,5,,23,4.0,37
MATH,4,,30,3.0,73
MATH,5,,16,5.0,14
MATH,3,,3,2.0,2
MATH,2,,4,0.5,11
MATH,5,,31,4.0,40
MATH,2,,10,6.5,15
MATH,1,,4,1.0,7
MATH,3,,30,7.5,16
MATH,4,,11,2.5,15
MATH,5,,14,5.5,22
MATH,4,,48,11.5,88
MATH,2,,8,4.0,6
MATH,3,,11,6.0,10
MATH,2,,19,2.0,35
MATH,3,,12,6.0,7
MATH,2,,16,2.5,30
MATH,5,,12,0.5,19
MATH,3,,16,4.5,15
MATH,3,,5,5.0,8
MATH,5,,22,5.0,32
MATH,5,,13,8.0,24
MATH,4,,13,2.0,14
MATH,3,,10,5.5,8
MATH,5,,15,6.5,14
MATH,5,,13,5.5,14
MATH,3,,12,2.0,22
MATH,3,,18,9.0,23
MATH,1,,13,3.5,22
MATH,2,,2,3.0,2
MATH,5,,9,2.5,15
MATH,4,,5,5.0,10
MATH,1,,14,4.5,10
MATH,2,,2,3.0,2
MATH,3,,26,7.0,31
MATH,2,,15,4.5,29
MATH,2,,21,8.0,27
MATH,2,,5,2.0,4
MATH,4,,7,0.5,7
MATH,5,,14,5.0,22
MATH,1,,12,3.0,8
MATH,3,,45,5.5,100
MATH,4,,12,4.0,17
MATH,4,,16,3.0,12
MATH,5,,273,32.0,192
MATH,4,,11,3.5,11
MATH,1,,20,6.0,22
MATH,5,,18,4.0,10
MATH,5,,21,2.5,17
MATH,5,,34,10.5,27
MATH,4,,10,0.5,22
MATH,2,,30,6.0,49
MATH,5,,10,3.5,14
MATH,5,,31,2.5,36
MATH,2,,14,4.0,22
MATH,4,,21,3.5,30
MATH,2,,9,3.5,8
MATH,4,,14,10.0,17
MATH,4,,27,8.0,42
MATH,3,,12,5.0,4
MATH,2,,20,5.0,26
MATH,4,,6,4.0,12
MATH,1,,16,8.0,21
MATH,2,,10,4.5,9
MATH,5,,14,1.5,24
MATH,5,,4,2.0,4
MATH,5,,40,18.0,80
MATH,1,,14,3.0,26
MATH,2,,10,4.0,13
MATH,5,,9,1.5,13
MATH,4,,8,3.0,18
MATH,5,,36,9.0,27
MATH,2,,13,3.5,23
MATH,5,,22,4.0,32
MATH,5,,31,5.0,54
MATH,5,,31,6.0,30
MATH,4,,29,11.5,28
MATH,5,,32,12.5,37
MATH,1,,23,8.5,29
MATH,4,,21,3.5,43
MATH,5,,22,3.0,35
MATH,2,,15,1.0,25
MATH,3,,12,2.5,23
MATH,3,,22,5.5,26
MATH,5,,28,8.0,39
MATH,1,,11,3.0,16
MATH,3,,21,1.0,46
MATH,2,,17,3.0,26
MATH,5,,18,6.0,12
MATH,4,,17,5.5,15
MATH,1,,16,8.0,15
MATH,5,,18,3.0,12
MATH,2,,37,10.0,48
MATH,4,,17,3.5,32
MATH,3,,23,3.0,41
MATH,3,,9,4.0,13
MATH,1,,6,2.0,5
MATH,2,,25,5.5,46
MATH,4,,13,2.5,19
MATH,5,,21,8.5,30
MATH,4,,18,2.5,14
MATH,5,,21,2.0,32
MATH,2,,23,3.0,37
MATH,4,,16,3.0,13
MATH,2,,24,5.0,46
MATH,4,,16,7.0,19
MATH,3,,12,4.0,15
MATH,4,,24,5.5,32
MATH,3,,9,5.0,6
MATH,3,,18,5.0,21
MATH,4,,11,3.0,18
MATH,5,,23,3.5,29
MATH,3,,10,4.0,14
MATH,2,,10,4.0,16
MATH,5,,25,3.5,38
MATH,4,,12,4.0,16
MATH,4,,6,4.0,12
MATH,4,,15,8.0,19
MATH,3,,9,1.0,20
MATH,5,,30,5.5,65
MATH,5,,5,3.5,6
MATH,2,,14,4.0,16
MATH,1,,17,3.0,27
MATH,3,,17,3.5,25
MATH,2,,15,3.0,30
MATH,3,,15,1.5,34
MATH,3,,16,4.5,18
MATH,1,,3,3.0,8
MATH,4,,11,2.5,19
MATH,4,,15,5.5,30
MATH,5,,5,0.5,7
MATH,5,,9,4.5,16
MATH,5,,33,5.0,78
MATH,4,,16,4.0,18
MATH,5,,16,5.0,20
MATH,5,,6,0.5,13
MATH,3,,9,2.0,11
MATH,5,,6,3.5,7
MATH,3,,20,7.5,10
MATH,3,,29,10.5,11
MATH,3,,4,3.0,2
MATH,4,,10,2.0,10
MATH,1,,17,5.5,8
MATH,2,,10,6.5,6
MATH,4,,20,9.0,11
MATH,5,,41,8.0,142
MATH,4,,20,4.5,42
MATH,2,,21,4.5,48
MATH,1,,11,2.0,14
MATH,1,,12,3.0,21
MATH,3,,12,2.0,16
MATH,3,,12,9.0,26
MATH,2,,21,3.0,45
MATH,5,,27,6.0,46
MATH,4,,27,6.0,59
MATH,2,,5,2.0,8
MATH,5,,24,8.0,34
MATH,5,,12,4.0,22
MATH,5,,21,3.5,24
MATH,5,,42,8.0,73
MATH,2,,17,3.5,26
MATH,4,,22,4.5,41
MATH,1,,8,4.0,15
MATH,5,,68,19.5,51
MATH,5,,36,14.5,8
MATH,3,,4,3.0,2
MATH,2,,8,6.0,4
MATH,2,,9,4.5,17
MATH,5,,21,8.0,29
MATH,4,,17,4.0,19
MATH,3,,40,8.0,68
MATH,5,,23,8.0,27
MATH,5,,184,38.0,65
MATH,4,,3,4.0,7
MATH,5,,33,4.5,75
MATH,4,,14,7.5,15
MATH,4,,13,6.5,24
MATH,5,,9,1.0,21
MATH,3,,5,0.5,8
MATH,5,,15,4.0,22
MATH,1,,10,5.5,6
MATH,5,,17,4.0,13
MATH,5,,31,3.5,50
MATH,5,,13,4.0,20
MATH,3,,32,4.0,56
MATH,4,,43,4.0,67
MATH,2,,5,0.5,10
MATH,1,,23,4.0,45
MATH,4,,4,0.5,4
MATH,5,,25,7.0,37
MATH,3,,15,5.0,20
MATH,4,,6,0.5,8
MATH,5,,13,3.0,18
MATH,2,,22,2.0,31
MATH,2,,2,3.0,2
MATH,3,,15,4.0,31
MATH,1,,18,9.5,23
MATH,4,,8,10.5,15
MATH,2,,22,5.0,25
MATH,4,,12,5.0,13
MATH,2,,53,10.5,54
MATH,4,,12,4.0,19
MATH,4,,11,2.0,24
MATH,3,,18,4.0,39
MATH,1,,5,3.0,2
MATH,5,,41,15.0,76
MATH,3,,23,4.5,18
MATH,2,,29,5.0,45
MATH,3,,20,6.0,26
MATH,3,,23,8.5,16
MATH,1,,5,5.0,8
MATH,2,,10,9.0,12
MATH,2,,17,4.0,14
MATH,4,,14,8.0,12
MATH,5,,24,5.5,33
MATH,3,,11,1.5,27
MATH,1,,9,2.0,9
MATH,5,,10,2.5,15
MATH,5,,15,3.5,14
MATH,5,,31,10.0,37
MATH,4,,27,3.5,50
MATH,3,,24,7.0,36
MATH,2,,15,5.0,15
MATH,2,,27,12.0,44
MATH,2,,10,5.0,6
MATH,1,,4,3.0,5
MATH,3,,3,3.0,3
MATH,5,,20,3.5,32
MATH,4,,13,2.5,9
MATH,3,,12,2.5,23
MATH,3,,76,4.5,120
MATH,5,,23,5.0,51
MATH,5,,13,3.0,18
MATH,2,,11,3.5,10
MATH,1,,8,2.0,5
MATH,1,,15,6.5,23
MATH,4,,23,6.0,24
MATH,5,,7,3.0,8
MATH,2,,211,62.5,59
MATH,4,,11,7.0,10
MATH,5,,20,5.5,37
MATH,5,,117,26.0,54
MATH,5,,48,6.5,82
MATH,5,,18,7.5,32
MATH,2,,10,4.0,13
MATH,3,,15,5.0,26
MATH,3,,11,5.0,4
MATH,5,,30,3.0,67
MATH,2,,10,4.5,6
MATH,3,,15,1.0,26
MATH,3,,10,4.5,7
MATH,5,,7,1.0,11
MATH,2,,7,3.0,15
MATH,3,,24,7.0,51
MATH,2,,9,6.5,2
MATH,5,,32,4.0,65
MATH,2,,12,6.0,14
MATH,4,,29,2.5,55
MATH,2,,3,3.0,2
MATH,4,,16,8.0,19
MATH,2,,7,0.5,10
MATH,5,,20,4.0,24
MATH,1,,7,4.0,7
MATH,2,,12,2.0,21
MATH,4,,15,4.0,17
MATH,4,,14,4.0,9
MATH,5,,29,1.5,59
MATH,3,,12,2.0,17
MATH,3,,17,3.0,31
MATH,4,,8,2.5,18
MATH,3,,16,2.5,29
MATH,5,,35,4.0,60
MATH,3,,12,5.0,5
MATH,1,,3,0.5,5
MATH,3,,15,5.5,8
MATH,5,,40,3.0,62
MATH,4,,8,4.0,6
MATH,4,,15,5.0,19
MATH,5,,22,7.5,28
MATH,5,,18,5.5,40
MATH,2,,16,5.0,17
MATH,5,,28,7.5,57
MATH,4,,9,2.5,20
MATH,2,,3,2.0,8
MATH,5,,15,2.0,20
MATH,3,,7,2.0,10
MATH,5,,31,15.5,26
MATH,1,,7,2.0,7
MATH,5,,26,6.5,55
MATH,2,,19,3.0,29
MATH,5,,11,3.5,21
MATH,3,,9,2.0,15
MATH,5,,2,2.0,2
MATH,5,,17,3.5,14
MATH,2,,4,4.0,4
MATH,4,,18,3.0,17
MATH,4,,83,9.5,65
MATH,1,,15,4.0,29
MATH,2,,20,6.0,19
MATH,4,,7,2.5,10
MATH,4,,14,4.0,40
MATH,3,,17,2.0,24
MATH,5,,25,5.5,24
MATH,5,,33,6.0,60
MATH,4,,10,7.0,5
MATH,4,,4,1.0,6
MATH,2,,28,4.5,38
MATH,1,,23,6.0,26
MATH,1,,11,6.0,11
MATH,4,,13,2.5,15
MATH,5,,32,9.0,33
MATH,4,,7,2.5,11
MATH,5,,15,4.5,28
MATH,4,,9,4.0,22
MATH,3,,12,6.0,2
MATH,5,,5,5.0,7
MATH,5,,16,3.0,29
MATH,3,,41,9.5,29
MATH,1,,7,3.0,9
MATH,5,,10,3.5,14
MATH,5,,5,3.0,8
MATH,2,,13,2.0,10
MATH,4,,13,3.0,10
MATH,5,,38,9.0,19
MATH,3,,22,4.0,17
MATH,3,,10,4.0,22
MATH,3,,12,3.5,25
MATH,5,,15,2.0,20
MATH,2,,24,8.0,32
MATH,5,,25,2.0,42
MATH,5,,33,8.0,43
MATH,5,,30,12.0,59
MATH,5,,33,4.5,45
MATH,3,,10,1.0,24
MATH,5,,16,4.5,19
MATH,3,,5,0.5,2
MATH,1,,3,0.5,5
MATH,5,,17,5.0,16
MATH,3,,28,7.0,45
MATH,4,,4,4.0,5
MATH,5,,32,4.0,57
MATH,5,,27,6.0,40
MATH,2,,14,4.0,10
MATH,5,,10,3.5,16
MATH,4,,28,4.5,45
MATH,5,,26,9.5,41
MATH,3,,15,7.0,5
MATH,4,,75,15.0,39
MATH,5,,11,3.5,10
MATH,3,,20,2.0,31
MATH,4,,13,6.0,19
MATH,4,,14,1.5,19
MATH,5,,24,3.0,45
MATH,4,,20,6.0,17
MATH,5,,16,6.5,34
MATH,2,,18,5.0,14
MATH,3,,17,4.5,20
MATH,1,,19,6.0,16
MATH,3,,13,6.0,17
MATH,4,,9,2.5,23
MATH,3,,9,1.0,15
MATH,4,,9,4.0,13
MATH,3,,18,4.0,25
MATH,5,,27,4.0,44
MATH,2,,11,3.0,11
MATH,4,,13,6.0,7
MATH,4,,12,3.0,23
MATH,3,,11,6.0,4
MATH,5,,14,2.0,11
MATH,2,,18,4.0,22
MATH,3,,27,2.5,60
MATH,1,,11,3.0,13
MATH,3,,8,0.5,15
MATH,3,,12,8.5,18
MATH,1,,11,4.0,20
MATH,3,,8,3.0,8
MATH,5,,15,6.0,20
MATH,3,,9,3.5,12
MATH,1,,15,6.0,10
MATH,4,,17,2.0,21
MATH,5,,15,6.5,10
MATH,3,,24,3.5,41
MATH,3,,14,5.5,17
MATH,2,,17,7.0,29
MATH,4,,10,2.0,14
MATH,3,,14,4.0,24
MATH,3,,12,4.0,16
MATH,3,,23,5.0,42
MATH,2,,7,3.0,2
MATH,3,,13,5.5,10
MATH,3,,2,3.0,2
MATH,2,,13,3.0,9
MATH,3,,23,2.5,43
MATH,4,,14,2.0,22
MATH,1,,16,2.5,33
MATH,2,,11,6.0,9
MATH,4,,14,4.0,21
MATH,5,,9,3.5,14
MATH,3,,7,4.5,2
MATH,5,,93,10.5,82
MATH,4,,24,4.0,12
MATH,4,,11,2.0,19
MATH,3,,3,3.0,5
MATH,1,,15,3.5,40
MATH,5,,84,17.5,131
MATH,2,,21,3.0,11
MATH,4,,20,6.0,17
MATH,3,,165,40.0,56
MATH,3,,13,2.5,29
MATH,5,,41,4.5,37
MATH,3,,16,7.0,19
MATH,1,,28,1.5,54
MATH,2,,11,9.0,2
MATH,2,,36,15.5,23
MATH,4,,11,4.5,17
MATH,1,,2,3.0,2
MATH,2,,17,8.0,24
MATH,5,,7,2.0,12
MATH,4,,45,5.0,33
MATH,5,,6,0.5,11
MATH,2,,15,9.0,11
MATH,3,,6,0.5,9
MATH,2,,13,2.0,28
MATH,4,,16,11.0,19
MATH,2,,12,3.5,19
MATH,4,,23,4.0,24
MATH,2,,26,4.0,50
MATH,5,,6,2.0,9
MATH,2,,14,3.0,21
MATH,5,,14,2.0,22
MATH,5,,68,15.5,94
MATH,4,,6,3.5,7
MATH,1,,13,2.0,14
MATH,2,,17,7.0,23
MATH,3,,32,5.0,62
MATH,4,,13,7.0,19
MATH,2,,9,0.5,10
MATH,2,,9,3.5,16
MATH,2,,3,3.0,5
MATH,2,,9,6.0,8
MATH,4,,8,3.5,13
MATH,4,,16,2.0,22
MATH,2,,9,4.0,15
MATH,1,,7,3.0,3
MATH,3,,12,5.5,13
MATH,5,,9,5.5,14
MATH,3,,5,2.0,2
MATH,4,,18,3.5,32
MATH,3,,27,5.0,36
MATH,1,,15,4.0,19
MATH,3,,3,2.0,3
MATH,1,,4,2.0,9
MATH,5,,24,8.0,22
MATH,5,,7,5.0,13
MATH,2,,24,6.0,19
MATH,4,,8,3.0,16
MATH,5,,12,3.0,16
MATH,1,,6,0.5,11
MATH,5,,15,9.0,4
MATH,4,,24,6.0,27
MATH,4,,15,3.5,27
MATH,2,,5,0.5,10
MATH,5,,35,6.0,66
MATH,2,,23,8.0,21
MATH,4,,9,4.0,12
MATH,2,,6,5.0,12
MATH,2,,22,7.5,25
MATH,4,,26,4.0,51
MATH,3,,19,4.5,36
MATH,3,,10,3.0,11
MATH,3,,9,0.5,16
MATH,5,,11,2.0,13
MATH,4,,19,8.5,24
MATH,4,,13,1.0,28
MATH,2,,8,3.5,4
MATH,5,,17,2.0,16
MATH,4,,30,8.5,55
MATH,2,,3,3.0,5
MATH,5,,17,2.5,34
MATH,1,,17,7.0,9
MATH,3,,15,6.0,8
MATH,3,,18,3.0,24
MATH,4,,18,2.5,22
MATH,1,,25,4.0,43
MATH,5,,15,7.0,15
MATH,2,,19,4.0,25
MATH,3,,16,8.0,13
MATH,4,,11,2.0,15
MATH,4,,16,2.5,20
MATH,4,,22,5.0,24
MATH,4,,20,9.0,27
MATH,4,,60,12.0,85
MATH,4,,10,2.0,5
MATH,1,,5,4.0,11
MATH,3,,22,7.0,50
MATH,3,,10,3.0,19
MATH,4,,29,7.0,38
MATH,4,,9,1.0,14
MATH,5,,33,4.5,31
MATH,2,,15,3.0,9
MATH,3,,3,3.0,3
MATH,5,,32,5.5,34
MATH,4,,20,7.5,23
